step,kl_loss
535,8.8125
536,7.96875
537,7.90625
538,7.65625
539,7.8125
540,6.4375
541,9.625
542,6.71875
543,7.4375
544,7.875
545,6.625
546,6.0
547,8.75
548,5.9375
549,8.5
550,10.125
551,9.6875
552,5.625
553,8.125
554,8.8125
555,7.34375
556,7.59375
557,8.0625
558,13.25
559,8.6875
560,7.8125
561,8.1875
562,9.9375
563,8.5625
564,9.0
565,8.4375
566,7.3125
567,8.3125
568,7.46875
569,5.90625
570,10.6875
571,7.34375
572,5.875
573,9.375
574,7.8125
575,8.375
576,8.625
577,8.75
578,9.4375
579,7.25
580,8.0625
581,6.21875
582,8.125
583,6.90625
584,7.4375
585,7.84375
586,8.9375
587,7.25
588,7.25
589,7.78125
590,8.5
591,8.125
592,8.8125
593,9.3125
594,9.625
595,8.1875
596,10.375
597,7.0
598,5.28125
599,8.8125
600,7.96875
601,7.5
602,9.4375
603,7.4375
604,10.5
605,9.5
606,10.1875
607,7.53125
608,7.3125
609,6.3125
610,6.75
611,9.1875
612,9.5
613,8.6875
614,7.59375
615,10.5
616,10.0
617,8.25
618,9.25
619,6.78125
620,7.46875
621,8.5625
622,7.59375
623,7.71875
624,7.09375
625,7.625
626,8.0625
627,8.0625
628,8.9375
629,7.625
630,7.71875
631,11.125
632,8.0625
633,8.125
634,8.0625
635,6.03125
636,7.59375
637,10.5
638,8.375
639,5.9375
640,7.71875
641,9.0
642,8.3125
643,5.84375
644,7.46875
645,8.8125
646,7.6875
647,7.28125
648,8.875
649,9.0
650,7.8125
651,7.5
652,8.75
653,7.75
654,7.125
655,7.15625
656,7.15625
657,5.625
658,8.5
659,9.6875
660,8.625
661,7.6875
662,6.59375
663,6.5
664,7.53125
665,6.21875
666,9.375
667,8.25
668,9.5625
669,9.1875
670,8.8125
671,6.28125
672,8.375
673,8.1875
674,7.28125
675,7.03125
676,9.0
677,4.8125
678,8.5
679,9.25
680,6.34375
681,6.90625
682,8.1875
683,8.5
684,11.875
685,8.3125
686,8.6875
687,7.53125
688,9.9375
689,9.4375
690,9.375
691,6.96875
692,9.125
693,7.5625
694,8.625
695,7.59375
696,11.1875
697,9.6875
698,6.21875
699,8.0625
700,10.375
701,7.15625
702,6.34375
703,9.25
704,7.65625
705,8.0
706,8.4375
707,9.25
708,8.6875
709,7.21875
710,8.4375
711,8.625
712,8.1875
713,7.78125
714,7.875
715,6.15625
716,6.78125
717,7.15625
718,9.5625
719,9.75
720,9.4375
721,11.5625
722,7.8125
723,7.40625
724,10.0
725,8.75
726,9.125
727,8.875
728,9.4375
729,5.3125
730,6.71875
731,9.1875
732,8.125
733,7.03125
734,7.5625
735,7.25
736,5.96875
737,10.125
738,10.375
739,6.78125
740,8.1875
741,9.0625
742,7.21875
743,8.0625
744,6.6875
745,8.25
746,8.125
747,6.625
748,4.65625
749,8.625
750,7.875
751,7.65625
752,8.4375
753,8.4375
754,9.375
755,7.4375
756,6.375
757,5.78125
758,8.4375
759,5.0625
760,9.8125
761,9.75
762,10.1875
763,9.25
764,9.0
765,7.0625
766,7.375
767,8.625
768,9.5
769,8.875
770,8.5625
771,9.4375
772,6.90625
773,9.1875
774,10.125
775,8.75
776,10.5
777,8.5
778,9.75
779,8.875
780,8.5
781,6.78125
782,11.375
783,7.6875
784,6.75
785,7.5625
786,7.53125
787,8.25
788,5.96875
789,6.90625
790,8.0625
791,8.5
792,7.90625
793,5.125
794,7.8125
795,9.25
796,7.25
797,8.5
798,9.4375
799,6.9375
800,8.9375
801,6.71875
802,8.125
803,9.0
804,10.3125
805,10.3125
806,7.78125
807,8.375
808,9.3125
809,4.71875
810,8.375
811,8.625
812,7.28125
813,5.875
814,8.125
815,6.46875
816,7.53125
817,9.4375
818,8.5
819,9.5
820,11.125
821,5.625
822,11.0625
823,8.0625
824,7.71875
825,8.75
826,9.625
827,8.6875
828,9.6875
829,7.0625
830,6.15625
831,9.4375
832,8.8125
833,8.125
834,8.0625
835,6.15625
836,6.8125
837,6.65625
838,9.25
839,8.625
840,9.25
841,8.625
842,8.8125
843,11.25
844,8.9375
845,8.875
846,6.96875
847,7.875
848,7.875
849,7.34375
850,9.25
851,7.6875
852,5.71875
853,8.75
854,8.4375
855,7.9375
856,9.4375
857,8.125
858,8.625
859,8.0625
860,10.5
861,9.9375
862,9.4375
863,6.40625
864,8.1875
865,7.1875
866,5.96875
867,6.84375
868,9.5625
869,8.25
870,6.40625
871,6.40625
872,9.375
873,7.28125
874,8.8125
875,7.8125
876,8.4375
877,6.59375
878,7.875
879,10.0625
880,7.96875
881,5.4375
882,6.6875
883,8.875
884,7.53125
885,6.3125
886,8.5625
887,8.75
888,7.3125
889,6.875
890,7.34375
891,4.90625
892,7.21875
893,8.0
894,6.34375
895,7.96875
896,10.875
897,7.71875
898,8.9375
899,6.75
900,6.78125
901,7.53125
902,7.6875
903,7.40625
904,10.6875
905,8.875
906,7.125
907,6.96875
908,6.34375
909,7.65625
910,8.9375
911,8.375
912,6.28125
913,7.4375
914,6.4375
915,6.71875
916,9.1875
917,7.3125
918,6.71875
919,9.25
920,6.46875
921,5.65625
922,10.625
923,7.59375
924,6.46875
925,6.3125
926,8.8125
927,7.53125
928,10.125
929,5.96875
930,7.28125
931,10.0625
932,7.71875
933,5.15625
934,8.6875
935,9.25
936,9.125
937,7.53125
938,6.375
939,8.5625
940,8.25
941,7.71875
942,8.8125
943,8.3125
944,7.8125
945,7.21875
946,5.34375
947,7.59375
948,7.03125
949,8.4375
950,7.40625
951,9.875
952,6.71875
953,8.0625
954,9.5625
955,8.4375
956,6.9375
957,8.3125
958,6.75
959,8.0
960,6.78125
961,7.34375
962,9.8125
963,9.125
964,7.375
965,7.375
966,7.9375
967,6.5
968,6.5625
969,8.5
970,8.75
971,6.46875
972,10.4375
973,8.8125
974,8.625
975,6.65625
976,9.3125
977,7.625
978,9.375
979,11.375
980,10.375
981,5.6875
982,5.8125
983,9.4375
984,7.4375
985,6.9375
986,8.6875
987,7.59375
988,7.65625
989,8.25
990,9.0
991,8.625
992,8.375
993,9.3125
994,8.75
995,10.8125
996,8.5
997,7.75
998,6.90625
999,9.375
1000,8.8125
1001,8.1875
1002,9.125
1003,8.0625
1004,6.5625
1005,9.75
1006,7.4375
1007,9.125
1008,6.0
1009,10.875
1010,5.8125
1011,9.125
1012,7.0625
1013,8.5625
1014,11.875
1015,8.5
1016,7.75
1017,7.625
1018,8.4375
1019,6.375
1020,6.59375
1021,7.34375
1022,8.625
1023,8.125
1024,6.8125
1025,6.46875
1026,7.03125
1027,6.4375
1028,8.0625
1029,6.625
1030,6.9375
1031,7.40625
1032,9.1875
1033,6.625
1034,8.125
1035,6.78125
1036,7.0
1037,7.125
1038,8.5625
1039,8.1875
1040,8.5625
1041,6.6875
1042,7.46875
1043,7.625
1044,9.3125
1045,6.09375
1046,7.40625
1047,9.6875
1048,8.3125
1049,6.3125
1050,5.875
1051,7.625
1052,8.4375
1053,6.3125
1054,7.375
1055,8.5
1056,8.5625
1057,6.53125
1058,6.0
1059,8.5625
1060,6.40625
1061,8.6875
1062,8.4375
1063,9.4375
1064,5.25
1065,7.96875
1066,8.5
1067,7.8125
1068,8.8125
1069,6.65625
1070,8.125
1071,7.28125
1072,8.0625
1073,6.71875
1074,5.90625
1075,6.90625
1076,6.875
1077,10.5
1078,7.34375
1079,8.6875
1080,7.65625
1081,7.28125
1082,7.40625
1083,7.90625
1084,6.53125
1085,7.125
1086,8.0625
1087,7.5
1088,8.625
1089,7.5
1090,8.0625
1091,8.125
1092,4.96875
1093,7.28125
1094,8.3125
1095,8.875
1096,10.5625
1097,5.40625
1098,9.5625
1099,9.75
1100,8.1875
1101,8.5625
1102,8.1875
1103,7.34375
1104,6.3125
1105,6.90625
1106,8.0
1107,8.25
1108,8.125
1109,9.375
1110,10.3125
1111,6.5625
1112,9.25
1113,6.71875
1114,9.25
1115,8.625
1116,8.1875
1117,8.625
1118,7.15625
1119,7.03125
1120,6.28125
1121,5.84375
1122,8.6875
1123,8.6875
1124,8.625
1125,8.0
1126,8.0625
1127,7.625
1128,7.1875
1129,8.6875
1130,6.59375
1131,9.0
1132,7.125
1133,7.65625
1134,9.625
1135,7.09375
1136,7.75
1137,9.5
1138,4.40625
1139,8.0625
1140,8.0625
1141,8.8125
1142,7.34375
1143,7.21875
1144,8.125
1145,8.375
1146,8.1875
1147,5.4375
1148,7.25
1149,6.96875
1150,7.3125
1151,5.5625
1152,6.59375
1153,7.625
1154,7.46875
1155,5.03125
1156,8.375
1157,8.75
1158,8.1875
1159,9.8125
1160,7.59375
1161,5.96875
1162,8.3125
1163,10.0625
1164,9.1875
1165,7.84375
1166,9.875
1167,7.03125
1168,5.875
1169,8.625
1170,7.40625
1171,6.53125
1172,9.9375
1173,6.875
1174,9.25
1175,6.1875
1176,8.375
1177,7.5
1178,8.5625
1179,6.9375
1180,9.75
1181,7.34375
1182,9.875
1183,8.75
1184,10.0625
1185,7.28125
1186,7.6875
1187,8.8125
1188,9.0625
1189,8.6875
1190,9.125
1191,6.84375
1192,5.96875
1193,8.75
1194,7.625
1195,10.0625
1196,8.625
1197,8.9375
1198,8.375
1199,11.5
1200,8.6875
1201,7.3125
1202,8.4375
1203,7.875
1204,9.5
1205,9.125
1206,8.5625
1207,8.375
1208,6.40625
1209,8.625
1210,8.0
1211,7.4375
1212,8.8125
1213,8.625
1214,6.9375
1215,10.75
1216,8.6875
1217,8.8125
1218,9.375
1219,7.9375
1220,7.8125
1221,6.0625
1222,7.15625
1223,8.4375
1224,5.59375
1225,7.1875
1226,8.6875
1227,7.6875
1228,9.3125
1229,6.75
1230,8.625
1231,7.3125
1232,7.90625
1233,6.875
1234,8.25
1235,8.25
1236,7.9375
1237,7.28125
1238,7.25
1239,8.0625
1240,5.59375
1241,7.78125
1242,9.0
1243,5.75
1244,7.40625
1245,6.65625
1246,8.1875
1247,6.03125
1248,7.375
1249,8.0625
1250,7.9375
1251,7.03125
1252,9.3125
1253,8.75
1254,7.8125
1255,7.90625
1256,7.1875
1257,5.6875
1258,7.15625
1259,6.15625
1260,8.25
1261,7.59375
1262,9.875
1263,8.25
1264,6.71875
1265,6.96875
1266,8.9375
1267,8.375
1268,7.3125
1269,8.125
1270,6.53125
1271,9.4375
1272,7.53125
1273,7.90625
1274,8.25
1275,5.78125
1276,6.40625
1277,7.5
1278,6.71875
1279,8.375
1280,8.1875
1281,8.1875
1282,6.1875
1283,9.875
1284,8.3125
1285,7.34375
1286,7.0625
1287,7.25
1288,8.3125
1289,5.875
1290,5.5625
1291,7.15625
1292,7.6875
1293,8.375
1294,6.0
1295,8.3125
1296,7.03125
1297,8.3125
1298,5.8125
1299,6.375
1300,5.84375
1301,7.5
1302,7.75
1303,7.96875
1304,6.03125
1305,7.125
1306,9.625
1307,7.21875
1308,7.46875
1309,6.9375
1310,10.3125
1311,7.875
1312,7.6875
1313,6.25
1314,8.5625
1315,8.25
1316,7.84375
1317,10.25
1318,6.90625
1319,6.40625
1320,5.6875
1321,8.25
1322,7.59375
1323,8.75
1324,8.4375
1325,8.5625
1326,8.625
1327,7.46875
1328,8.75
1329,9.125
1330,8.5625
1331,9.5
1332,10.3125
1333,6.84375
1334,8.375
1335,6.3125
1336,5.65625
1337,8.8125
1338,6.625
1339,7.25
1340,7.96875
1341,8.0625
1342,5.78125
1343,6.46875
1344,7.625
1345,7.8125
1346,10.875
1347,8.6875
1348,9.3125
1349,8.5625
1350,9.25
1351,9.25
1352,6.125
1353,9.0
1354,7.0625
1355,10.0
1356,7.59375
1357,8.5
1358,6.78125
1359,7.59375
1360,8.1875
1361,6.75
1362,6.96875
1363,7.0625
1364,7.8125
1365,9.125
1366,7.5
1367,8.875
1368,7.15625
1369,6.96875
1370,6.5
1371,7.65625
1372,6.1875
1373,7.9375
1374,7.96875
1375,7.875
1376,8.0
1377,6.71875
1378,6.71875
1379,5.9375
1380,6.53125
1381,11.25
1382,7.3125
1383,8.8125
1384,5.625
1385,8.4375
1386,6.21875
1387,6.59375
1388,9.625
1389,8.9375
1390,8.9375
1391,6.5
1392,7.625
1393,7.375
1394,9.125
1395,7.375
1396,5.4375
1397,7.25
1398,7.3125
1399,7.375
1400,8.875
1401,7.21875
1402,6.9375
1403,6.125
1404,6.25
1405,8.75
1406,8.75
1407,8.0
1408,8.75
1409,7.53125
1410,7.5625
1411,8.6875
1412,6.09375
1413,8.0
1414,7.78125
1415,7.0
1416,10.8125
1417,6.75
1418,8.125
1419,8.25
1420,7.8125
1421,6.875
1422,6.1875
1423,6.59375
1424,5.84375
1425,9.0
1426,6.375
1427,6.71875
1428,7.40625
1429,9.1875
1430,8.8125
1431,7.5625
1432,7.03125
1433,8.0
1434,8.625
1435,9.0
1436,8.3125
1437,6.625
1438,9.1875
1439,9.25
1440,8.75
1441,7.625
1442,9.5
1443,7.03125
1444,7.90625
1445,7.78125
1446,8.0625
1447,5.8125
1448,5.90625
1449,7.375
1450,7.4375
1451,8.125
1452,8.0625
1453,8.3125
1454,7.21875
1455,6.125
1456,6.96875
1457,6.09375
1458,6.5625
1459,5.8125
1460,8.9375
1461,9.0
1462,7.0625
1463,7.96875
1464,7.34375
1465,7.1875
1466,9.75
1467,6.15625
1468,6.6875
1469,8.125
1470,10.6875
1471,8.9375
1472,8.3125
1473,8.0625
1474,7.90625
1475,9.625
1476,8.25
1477,8.1875
1478,8.1875
1479,8.5
1480,7.15625
1481,8.0625
1482,8.6875
1483,8.75
1484,7.8125
1485,6.25
1486,6.875
1487,6.90625
1488,6.09375
1489,8.375
1490,6.40625
1491,9.375
1492,7.34375
1493,6.65625
1494,7.9375
1495,7.59375
1496,7.6875
1497,7.25
1498,7.71875
1499,6.34375
1500,9.875
1501,8.25
1502,6.1875
1503,8.625
1504,8.6875
1505,7.21875
1506,7.21875
1507,7.65625
1508,6.46875
1509,7.09375
1510,8.0625
1511,8.5
1512,9.5625
1513,8.1875
1514,9.1875
1515,7.90625
1516,7.15625
1517,8.5
1518,9.0625
1519,7.59375
1520,7.53125
1521,8.875
1522,9.625
1523,5.875
1524,7.0625
1525,7.96875
1526,8.0625
1527,8.75
1528,7.9375
1529,8.875
1530,6.96875
1531,6.09375
1532,7.96875
1533,7.125
1534,6.9375
1535,8.6875
1536,8.875
1537,8.1875
1538,7.875
1539,8.6875
1540,6.65625
1541,6.9375
1542,9.375
1543,8.375
1544,7.59375
1545,7.375
1546,7.0
1547,8.3125
1548,7.5
1549,8.625
1550,7.53125
1551,8.8125
1552,6.9375
1553,7.65625
1554,8.1875
1555,8.5625
1556,5.96875
1557,8.4375
1558,7.59375
1559,7.40625
1560,7.625
1561,8.0625
1562,8.3125
1563,8.8125
1564,7.375
1565,9.5625
1566,7.3125
1567,7.03125
1568,8.4375
1569,6.75
1570,8.8125
1571,6.3125
1572,6.125
1573,5.75
1574,9.6875
1575,8.0
1576,6.34375
1577,7.15625
1578,7.96875
1579,9.0
1580,7.625
1581,7.625
1582,7.78125
1583,8.6875
1584,6.34375
1585,7.71875
1586,7.34375
1587,8.5625
1588,7.21875
1589,9.375
1590,7.875
1591,6.65625
1592,5.59375
1593,9.375
1594,7.71875
1595,7.875
1596,8.875
1597,6.90625
1598,7.03125
1599,7.03125
1600,9.4375
1601,9.375
1602,8.0
1603,5.875
1604,7.96875
1605,7.625
1606,5.375
1607,7.78125
1608,7.25
1609,8.375
1610,6.46875
1611,7.46875
1612,8.4375
1613,7.53125
1614,6.40625
1615,6.21875
1616,7.78125
1617,5.40625
1618,8.625
1619,8.8125
1620,5.1875
1621,5.78125
1622,7.125
1623,5.59375
1624,8.0
1625,5.78125
1626,7.125
1627,7.59375
1628,6.96875
1629,8.375
1630,9.25
1631,8.0625
1632,7.8125
1633,10.4375
1634,7.46875
1635,7.90625
1636,5.59375
1637,6.8125
1638,7.5
1639,7.0625
1640,5.0
1641,8.0625
1642,6.21875
1643,6.40625
1644,6.1875
1645,5.75
1646,4.9375
1647,11.125
1648,7.09375
1649,8.9375
1650,7.625
1651,8.25
1652,6.71875
1653,6.6875
1654,8.1875
1655,6.3125
1656,9.125
1657,6.8125
1658,10.25
1659,9.3125
1660,7.46875
1661,9.375
1662,5.40625
1663,8.375
1664,7.78125
1665,6.625
1666,7.1875
1667,8.625
1668,7.9375
1669,7.53125
1670,6.0625
1671,7.34375
1672,6.6875
1673,7.6875
1674,5.6875
1675,5.53125
1676,5.9375
1677,5.65625
1678,6.46875
1679,8.125
1680,5.5
1681,7.28125
1682,6.96875
1683,7.125
1684,8.4375
1685,8.0625
1686,6.84375
1687,7.5
1688,8.375
1689,6.15625
1690,9.375
1691,6.65625
1692,8.25
1693,8.5
1694,6.1875
1695,7.0625
1696,6.28125
1697,7.1875
1698,7.0
1699,5.625
1700,7.53125
1701,6.65625
1702,6.875
1703,8.0625
1704,5.90625
1705,6.8125
1706,8.1875
1707,8.5625
1708,7.03125
1709,6.5
1710,9.5
1711,5.0625
1712,5.8125
1713,8.0
1714,6.90625
1715,7.0625
1716,6.5
1717,7.4375
1718,7.65625
1719,6.0
1720,7.03125
1721,5.4375
1722,5.8125
1723,6.90625
1724,7.09375
1725,7.1875
1726,5.78125
1727,7.6875
1728,6.96875
1729,5.8125
1730,5.75
1731,5.71875
1732,7.96875
1733,6.78125
1734,9.25
1735,5.5625
1736,7.03125
1737,9.125
1738,8.3125
1739,9.3125
1740,6.03125
1741,7.34375
1742,7.0
1743,5.96875
1744,7.625
1745,7.25
1746,7.53125
1747,6.03125
1748,7.78125
1749,5.6875
1750,6.09375
1751,6.5
1752,7.25
1753,8.25
1754,6.21875
1755,6.28125
1756,4.78125
1757,7.25
1758,7.125
1759,6.21875
1760,8.375
1761,8.4375
1762,6.96875
1763,5.625
1764,8.875
1765,5.90625
1766,9.5
1767,5.625
1768,7.375
1769,8.625
1770,6.78125
1771,5.71875
1772,6.40625
1773,6.34375
1774,5.875
1775,5.75
1776,6.5625
1777,6.28125
1778,8.5625
1779,10.5
1780,7.65625
1781,6.25
1782,7.875
1783,7.5
1784,6.6875
1785,5.03125
1786,6.28125
1787,6.375
1788,7.9375
1789,7.15625
1790,8.25
1791,8.375
1792,6.5625
1793,8.375
1794,4.59375
1795,5.75
1796,8.375
1797,6.875
1798,4.78125
1799,8.75
1800,8.0625
1801,6.28125
1802,6.4375
1803,6.0625
1804,6.59375
1805,6.78125
1806,8.125
1807,6.375
1808,7.03125
1809,6.09375
1810,7.21875
1811,7.1875
1812,6.5
1813,7.78125
1814,8.6875
1815,5.875
1816,5.4375
1817,8.0
1818,6.90625
1819,5.9375
1820,5.40625
1821,6.6875
1822,6.0625
1823,7.4375
1824,5.40625
1825,6.40625
1826,6.125
1827,7.71875
1828,6.6875
1829,6.375
1830,9.0625
1831,6.6875
1832,9.75
1833,5.53125
1834,5.46875
1835,6.3125
1836,7.4375
1837,7.8125
1838,7.5625
1839,5.59375
1840,7.90625
1841,7.4375
1842,5.71875
1843,6.75
1844,7.25
1845,5.9375
1846,6.75
1847,7.3125
1848,7.25
1849,7.375
1850,9.0
1851,6.53125
1852,4.6875
1853,7.28125
1854,6.8125
1855,6.0625
1856,6.84375
1857,7.0625
1858,8.0625
1859,6.40625
1860,6.875
1861,4.5
1862,7.0
1863,5.71875
1864,6.28125
1865,7.59375
1866,6.71875
1867,7.34375
1868,6.90625
1869,6.84375
1870,5.5625
1871,7.65625
1872,7.59375
1873,8.8125
1874,6.84375
1875,6.15625
1876,6.75
1877,6.28125
1878,6.34375
1879,5.15625
1880,5.9375
1881,6.40625
1882,7.9375
1883,7.90625
1884,7.9375
1885,6.15625
1886,7.375
1887,5.53125
1888,6.71875
1889,5.9375
1890,7.625
1891,6.4375
1892,5.9375
1893,7.28125
1894,7.65625
1895,8.4375
1896,5.15625
1897,4.90625
1898,7.75
1899,5.90625
1900,5.6875
1901,7.1875
1902,7.59375
1903,8.4375
1904,6.53125
1905,7.90625
1906,7.90625
1907,7.15625
1908,8.125
1909,5.96875
1910,7.625
1911,7.46875
1912,8.375
1913,6.9375
1914,7.09375
1915,8.0
1916,6.40625
1917,5.75
1918,8.3125
1919,7.78125
1920,5.0
1921,5.5
1922,8.0625
1923,5.4375
1924,6.125
1925,5.6875
1926,7.5625
1927,9.375
1928,7.125
1929,7.75
1930,7.09375
1931,6.375
1932,8.25
1933,5.125
1934,6.84375
1935,7.59375
1936,9.4375
1937,7.3125
1938,7.03125
1939,6.6875
1940,5.84375
1941,7.59375
1942,6.34375
1943,7.90625
1944,7.65625
1945,6.625
1946,6.90625
1947,7.5
1948,5.96875
1949,5.625
1950,5.21875
1951,7.15625
1952,5.9375
1953,7.4375
1954,5.5625
1955,5.8125
1956,5.65625
1957,5.0625
1958,7.46875
1959,5.96875
1960,7.65625
1961,6.5625
1962,5.15625
