step,kl_loss
1963,5.90625
1964,6.53125
1965,7.71875
1966,7.375
1967,7.3125
1968,6.03125
1969,5.8125
1970,7.375
1971,6.03125
1972,6.875
1973,6.90625
1974,7.28125
1975,7.5
1976,6.78125
1977,6.15625
1978,6.53125
1979,5.375
1980,7.0
1981,5.71875
1982,7.15625
1983,9.4375
1984,6.3125
1985,7.21875
1986,6.15625
1987,5.34375
1988,6.4375
1989,7.34375
1990,6.1875
1991,8.0
1992,4.40625
1993,7.03125
1994,7.15625
1995,7.875
1996,6.65625
1997,8.0
1998,5.84375
1999,7.0625
2000,7.09375
2001,8.3125
2002,7.5
2003,6.5625
2004,5.375
2005,5.625
2006,5.96875
2007,7.1875
2008,6.78125
2009,6.375
2010,6.21875
2011,6.6875
2012,9.125
2013,8.8125
2014,7.0625
2015,5.53125
2016,4.1875
2017,8.375
2018,7.15625
2019,5.9375
2020,6.65625
2021,7.15625
2022,8.5625
2023,9.1875
2024,7.15625
2025,5.9375
2026,7.125
2027,7.46875
2028,6.15625
2029,4.78125
2030,7.4375
2031,4.03125
2032,6.75
2033,9.4375
2034,6.71875
2035,7.21875
2036,6.40625
2037,7.3125
2038,7.6875
2039,6.34375
2040,7.53125
2041,5.875
2042,5.46875
2043,6.34375
2044,9.5625
2045,7.15625
2046,7.46875
2047,6.53125
2048,6.9375
2049,7.46875
2050,6.96875
2051,6.6875
2052,9.25
2053,5.8125
2054,7.9375
2055,5.84375
2056,5.6875
2057,5.65625
2058,6.40625
2059,5.9375
2060,6.09375
2061,6.46875
2062,5.3125
2063,5.34375
2064,6.9375
2065,7.84375
2066,7.4375
2067,6.96875
2068,5.71875
2069,5.375
2070,8.3125
2071,7.34375
2072,6.875
2073,5.53125
2074,8.1875
2075,7.5625
2076,6.84375
2077,6.0
2078,5.3125
2079,5.53125
2080,6.46875
2081,7.3125
2082,5.21875
2083,6.96875
2084,6.65625
2085,7.125
2086,6.40625
2087,5.21875
2088,9.25
2089,8.5625
2090,5.4375
2091,7.0625
2092,8.25
2093,7.34375
2094,7.09375
2095,8.5625
2096,7.125
2097,8.5
2098,6.84375
2099,6.15625
2100,5.25
2101,7.46875
2102,7.0
2103,6.75
2104,7.75
2105,6.375
2106,6.96875
2107,6.125
2108,8.1875
2109,8.6875
2110,6.3125
2111,5.21875
2112,5.4375
2113,7.53125
2114,6.375
2115,8.0625
2116,5.125
2117,6.28125
2118,6.84375
2119,5.15625
2120,7.9375
2121,7.1875
2122,6.65625
2123,5.8125
2124,5.34375
2125,7.78125
2126,6.75
2127,7.5
2128,6.46875
2129,7.8125
2130,6.59375
2131,6.71875
2132,6.46875
2133,6.78125
2134,6.125
2135,6.5625
2136,6.4375
2137,6.46875
2138,7.03125
2139,6.9375
2140,7.375
2141,6.4375
2142,7.09375
2143,6.71875
2144,6.4375
2145,7.09375
2146,4.375
2147,5.28125
2148,5.0
2149,8.0
2150,6.71875
2151,7.65625
2152,8.1875
2153,5.375
2154,5.5625
2155,6.71875
2156,5.59375
2157,5.8125
2158,7.28125
2159,6.84375
2160,6.28125
2161,5.40625
2162,6.6875
2163,7.3125
2164,6.875
2165,6.5625
2166,5.375
2167,6.53125
2168,7.25
2169,8.8125
2170,6.84375
2171,5.875
2172,8.25
2173,6.4375
2174,5.1875
2175,6.3125
2176,5.875
2177,5.1875
2178,8.75
2179,6.5625
2180,6.78125
2181,7.46875
2182,5.75
2183,6.5
2184,7.03125
2185,6.9375
2186,7.65625
2187,4.4375
2188,8.625
2189,6.9375
2190,5.5625
2191,5.5
2192,7.1875
2193,5.75
2194,7.6875
2195,5.09375
2196,6.59375
2197,4.90625
2198,6.34375
2199,5.96875
2200,7.03125
2201,6.875
2202,7.0
2203,6.6875
2204,7.46875
2205,7.65625
2206,6.09375
2207,6.125
2208,8.125
2209,6.6875
2210,8.5
2211,6.46875
2212,5.0625
2213,6.6875
2214,6.6875
2215,5.53125
2216,6.96875
2217,6.8125
2218,5.65625
2219,6.40625
2220,4.53125
2221,6.84375
2222,6.59375
2223,6.28125
2224,6.84375
2225,7.5
2226,8.0
2227,5.53125
2228,5.46875
2229,5.40625
2230,4.53125
2231,6.75
2232,6.78125
2233,8.6875
2234,6.71875
2235,5.78125
2236,8.3125
2237,6.34375
2238,8.125
2239,6.625
2240,6.875
2241,5.09375
2242,5.25
2243,5.53125
2244,5.375
2245,7.78125
2246,5.59375
2247,8.4375
2248,7.0625
2249,6.5
2250,7.03125
2251,4.84375
2252,6.96875
2253,6.0625
2254,5.65625
2255,5.375
2256,9.0
2257,6.46875
2258,6.03125
2259,6.84375
2260,6.65625
2261,6.59375
2262,5.28125
2263,5.21875
2264,8.0625
2265,5.59375
2266,7.03125
2267,7.15625
2268,8.25
2269,5.0625
2270,7.65625
2271,5.71875
2272,6.25
2273,7.125
2274,8.0625
2275,7.46875
2276,5.625
2277,5.3125
2278,5.09375
2279,6.5625
2280,5.96875
2281,6.59375
2282,4.8125
2283,5.84375
2284,6.46875
2285,7.1875
2286,5.46875
2287,7.625
2288,6.8125
2289,5.75
2290,5.0625
2291,4.96875
2292,7.4375
2293,6.15625
2294,6.0
2295,5.125
2296,5.5
2297,7.53125
2298,5.625
2299,5.5
2300,6.09375
2301,6.375
2302,7.25
2303,6.9375
2304,4.78125
2305,9.875
2306,5.8125
2307,8.5625
2308,6.25
2309,6.4375
2310,5.6875
2311,8.0625
2312,7.8125
2313,4.71875
2314,6.3125
2315,7.34375
2316,6.6875
2317,6.34375
2318,6.34375
2319,7.5625
2320,6.34375
2321,6.75
2322,6.84375
2323,6.5
2324,8.625
2325,6.5
2326,5.78125
2327,5.90625
2328,7.75
2329,7.59375
2330,7.78125
2331,6.59375
2332,6.71875
2333,6.21875
2334,7.03125
2335,6.59375
2336,6.84375
2337,7.4375
2338,4.96875
2339,6.1875
2340,7.40625
2341,6.0
2342,5.25
2343,5.625
2344,5.875
2345,7.0625
2346,5.9375
2347,5.0625
2348,6.59375
2349,7.0625
2350,5.375
2351,5.15625
2352,6.6875
2353,6.5
2354,7.25
2355,6.84375
2356,7.21875
2357,6.375
2358,6.28125
2359,6.1875
2360,6.125
2361,6.1875
2362,8.1875
2363,5.625
2364,4.6875
2365,7.9375
2366,4.65625
2367,5.71875
2368,5.84375
2369,5.3125
2370,5.09375
2371,6.125
2372,5.71875
2373,5.84375
2374,8.5625
2375,5.5
2376,4.84375
2377,6.09375
2378,6.34375
2379,6.71875
2380,5.1875
2381,6.21875
2382,5.8125
2383,5.59375
2384,7.5
2385,6.40625
2386,5.09375
2387,8.3125
2388,5.34375
2389,6.78125
2390,5.875
2391,5.84375
2392,5.90625
2393,7.8125
2394,6.78125
2395,5.59375
2396,5.0625
2397,7.09375
2398,6.0
2399,6.90625
2400,5.6875
2401,5.0625
2402,4.71875
2403,6.28125
2404,6.53125
2405,5.96875
2406,7.34375
2407,7.0625
2408,8.625
2409,7.90625
2410,6.90625
2411,6.40625
2412,6.5625
2413,7.9375
2414,6.34375
2415,4.625
2416,7.03125
2417,4.75
2418,7.09375
2419,7.84375
2420,5.125
2421,7.875
2422,5.75
2423,4.90625
2424,6.90625
2425,6.65625
2426,5.75
2427,7.5
2428,8.3125
2429,7.1875
2430,7.1875
2431,5.25
2432,5.71875
2433,5.21875
2434,6.4375
2435,7.71875
2436,6.53125
2437,6.6875
2438,5.4375
2439,6.40625
2440,7.03125
2441,5.0625
2442,6.25
2443,6.65625
2444,5.71875
2445,4.5
2446,5.15625
2447,8.125
2448,7.84375
2449,6.6875
2450,6.125
2451,7.46875
2452,6.3125
2453,6.0
2454,6.21875
2455,5.5
2456,6.90625
2457,6.34375
2458,6.25
2459,4.375
2460,5.46875
2461,4.90625
2462,5.84375
2463,6.5
2464,8.1875
2465,5.78125
2466,5.125
2467,7.3125
2468,8.25
2469,5.65625
2470,7.0625
2471,6.1875
2472,6.5
2473,7.03125
2474,5.59375
2475,5.875
2476,6.0
2477,5.875
2478,8.625
2479,7.1875
2480,6.5
2481,5.3125
2482,6.4375
2483,6.0
2484,5.25
2485,6.84375
2486,6.0
2487,6.625
2488,6.21875
2489,4.21875
2490,7.59375
2491,8.875
2492,6.53125
2493,5.21875
2494,6.96875
2495,8.5
2496,5.65625
2497,6.625
2498,6.84375
2499,5.1875
2500,5.53125
2501,5.46875
2502,8.125
2503,6.5
2504,6.0
2505,5.625
2506,6.09375
2507,4.59375
2508,6.90625
2509,5.75
2510,6.8125
2511,5.34375
2512,8.375
2513,7.03125
2514,4.9375
2515,5.53125
2516,7.0625
2517,6.125
2518,7.34375
2519,7.0625
2520,5.84375
2521,7.0
2522,4.625
2523,5.25
2524,5.125
2525,6.8125
2526,6.5625
2527,5.4375
2528,6.53125
2529,4.53125
2530,7.09375
2531,7.03125
2532,5.34375
2533,6.28125
2534,6.71875
2535,6.90625
2536,6.71875
2537,4.625
2538,6.5625
2539,6.75
2540,6.59375
2541,4.46875
2542,4.625
2543,6.0
2544,7.625
2545,5.8125
2546,7.21875
2547,5.4375
2548,4.59375
2549,5.875
2550,5.78125
2551,6.3125
2552,5.78125
2553,5.5625
2554,4.5625
2555,5.65625
2556,5.84375
2557,6.4375
2558,5.53125
2559,4.53125
2560,5.28125
2561,6.1875
2562,6.8125
2563,6.375
2564,6.84375
2565,5.46875
2566,5.25
2567,5.0625
2568,7.5
2569,6.375
2570,4.65625
2571,4.96875
2572,7.53125
2573,5.25
2574,7.0
2575,6.5
2576,6.875
2577,5.21875
2578,6.8125
2579,6.53125
2580,5.34375
2581,5.5625
2582,6.5625
2583,7.15625
2584,7.21875
2585,6.59375
2586,6.46875
2587,7.1875
2588,4.6875
2589,5.5625
2590,4.9375
2591,5.1875
2592,6.0
2593,5.53125
2594,5.78125
2595,5.625
2596,6.34375
2597,7.46875
2598,6.0
2599,6.9375
2600,6.5
2601,5.8125
2602,6.21875
2603,4.71875
2604,5.75
2605,7.8125
2606,6.28125
2607,7.84375
2608,5.40625
2609,6.28125
2610,5.3125
2611,4.875
2612,5.9375
2613,6.21875
2614,8.25
2615,6.03125
2616,7.9375
2617,4.875
2618,6.375
2619,7.4375
2620,6.78125
2621,7.46875
2622,5.78125
2623,6.8125
2624,4.71875
2625,6.03125
2626,5.46875
2627,6.21875
2628,6.53125
2629,4.5625
2630,5.46875
2631,7.34375
2632,5.03125
2633,6.0
2634,6.8125
2635,5.25
2636,7.125
2637,8.625
2638,6.5625
2639,6.15625
2640,5.28125
2641,5.875
2642,7.9375
2643,6.625
2644,6.9375
2645,5.65625
2646,6.3125
2647,5.65625
2648,6.15625
2649,6.34375
2650,6.75
2651,6.09375
2652,5.46875
2653,7.8125
2654,6.96875
2655,5.28125
2656,7.375
2657,6.03125
2658,4.59375
2659,5.15625
2660,6.4375
2661,4.4375
2662,5.0
2663,6.53125
2664,5.84375
2665,8.3125
2666,7.9375
2667,6.8125
2668,4.96875
2669,5.71875
2670,5.21875
2671,7.4375
2672,6.28125
2673,5.28125
2674,6.1875
2675,5.125
2676,5.90625
2677,5.625
2678,6.65625
2679,5.78125
2680,7.75
2681,7.90625
2682,7.03125
2683,5.90625
2684,5.34375
2685,7.75
2686,6.125
2687,5.0
2688,7.4375
2689,5.28125
2690,5.875
2691,5.5625
2692,5.90625
2693,5.375
2694,6.5625
2695,5.40625
2696,5.375
2697,5.4375
2698,5.78125
2699,7.125
2700,5.6875
2701,7.15625
2702,5.71875
2703,4.59375
2704,6.4375
2705,5.90625
2706,4.90625
2707,6.0
2708,5.03125
2709,5.875
2710,5.03125
2711,5.09375
2712,6.375
2713,7.6875
2714,4.4375
2715,7.8125
2716,5.15625
2717,9.375
2718,7.46875
2719,6.28125
2720,4.40625
2721,6.0
2722,5.5625
2723,5.53125
2724,6.4375
2725,5.34375
2726,5.28125
2727,5.84375
2728,5.75
2729,6.0625
2730,8.0625
2731,6.40625
2732,4.40625
2733,6.59375
2734,6.5
2735,6.4375
2736,7.71875
2737,7.4375
2738,7.9375
2739,7.15625
2740,5.90625
2741,5.15625
2742,4.84375
2743,6.0
2744,6.90625
2745,6.875
2746,4.9375
2747,6.03125
2748,5.71875
2749,6.0
2750,7.21875
2751,7.8125
2752,4.46875
2753,5.65625
2754,6.5625
2755,4.1875
2756,5.125
2757,4.84375
2758,5.59375
2759,6.625
2760,6.8125
2761,4.28125
2762,4.71875
2763,5.90625
2764,5.78125
2765,6.5625
2766,6.09375
2767,5.125
2768,6.375
2769,5.4375
2770,5.28125
2771,6.125
2772,4.96875
2773,7.09375
2774,7.40625
2775,5.15625
2776,4.53125
2777,5.6875
2778,5.40625
2779,7.65625
2780,5.5
2781,8.75
2782,5.46875
2783,5.34375
2784,4.6875
2785,5.34375
2786,5.0625
2787,7.59375
2788,4.78125
2789,5.78125
2790,5.96875
2791,7.5
2792,6.3125
2793,5.75
2794,4.75
2795,6.96875
2796,5.15625
2797,7.90625
2798,6.0625
2799,6.1875
2800,6.84375
2801,7.21875
2802,5.5625
2803,6.0625
2804,6.25
2805,4.875
2806,5.625
2807,6.125
2808,4.5625
2809,6.28125
2810,6.03125
2811,5.96875
2812,7.15625
2813,6.71875
2814,5.5625
2815,4.40625
2816,6.21875
2817,5.8125
2818,5.09375
2819,5.71875
2820,4.78125
2821,5.5
2822,8.6875
2823,7.4375
2824,4.4375
2825,7.40625
2826,5.625
2827,6.53125
2828,6.46875
2829,6.125
2830,6.0625
2831,5.09375
2832,8.1875
2833,6.40625
2834,6.9375
2835,6.125
2836,5.59375
2837,4.5625
2838,6.125
2839,6.125
2840,5.40625
2841,6.28125
2842,5.78125
2843,4.8125
2844,5.5
2845,6.3125
2846,7.34375
2847,7.34375
2848,6.1875
2849,5.0
2850,6.84375
2851,5.84375
2852,4.65625
2853,5.40625
2854,4.75
2855,9.1875
2856,6.5
2857,5.75
2858,7.40625
2859,6.375
2860,6.53125
2861,5.53125
2862,5.0625
2863,6.65625
2864,7.15625
2865,6.03125
2866,6.46875
2867,6.625
2868,7.03125
2869,6.125
2870,4.09375
2871,5.90625
2872,6.4375
2873,6.8125
2874,6.09375
2875,7.03125
2876,5.28125
2877,7.125
2878,6.15625
2879,6.84375
2880,6.15625
2881,4.25
2882,5.4375
2883,7.8125
2884,7.71875
2885,5.03125
2886,6.5625
2887,7.125
2888,6.28125
2889,5.625
2890,6.59375
2891,8.3125
2892,5.875
2893,6.28125
2894,8.5625
2895,5.125
2896,7.28125
2897,5.0625
2898,5.71875
2899,6.53125
2900,5.03125
2901,5.21875
2902,7.1875
2903,6.09375
2904,5.34375
2905,4.625
2906,5.40625
2907,6.09375
2908,6.375
2909,5.53125
2910,7.5
2911,6.1875
2912,5.84375
2913,5.75
2914,5.0
2915,5.90625
2916,6.03125
2917,5.0625
2918,5.59375
2919,7.0
2920,5.25
2921,5.78125
2922,7.0625
2923,6.875
2924,4.5625
2925,6.6875
2926,5.46875
2927,7.875
2928,7.75
2929,5.78125
2930,6.9375
2931,4.46875
2932,5.9375
2933,5.1875
2934,5.1875
2935,6.1875
2936,7.09375
2937,4.21875
2938,6.28125
2939,4.375
2940,5.65625
2941,5.6875
2942,5.71875
2943,7.84375
2944,7.53125
2945,3.71875
2946,4.8125
2947,4.71875
2948,5.15625
2949,8.0625
2950,4.71875
2951,6.75
2952,8.6875
2953,5.75
2954,6.46875
2955,5.875
2956,5.875
2957,5.53125
2958,6.09375
2959,6.25
2960,5.90625
2961,4.15625
2962,5.25
2963,6.5625
2964,4.3125
2965,8.0625
2966,5.40625
2967,6.0625
2968,6.6875
2969,6.625
2970,7.40625
2971,6.90625
2972,5.1875
2973,6.28125
2974,5.375
2975,5.6875
2976,5.65625
2977,8.5
2978,6.375
2979,7.375
2980,4.71875
2981,4.21875
2982,7.09375
2983,6.625
2984,6.125
2985,6.84375
2986,4.90625
2987,5.75
2988,5.8125
2989,4.875
2990,4.6875
2991,7.0
2992,6.5625
2993,7.3125
2994,6.15625
2995,7.625
2996,5.6875
2997,7.125
2998,6.0
2999,4.875
3000,5.78125
3001,7.28125
3002,6.625
3003,6.375
3004,6.84375
3005,4.75
3006,6.65625
3007,4.96875
3008,6.53125
3009,4.75
3010,7.1875
3011,8.0
3012,5.5625
3013,8.0625
3014,4.53125
3015,4.75
3016,6.78125
3017,7.1875
3018,6.21875
3019,4.53125
3020,5.3125
3021,6.59375
3022,4.25
3023,6.0625
3024,5.46875
3025,6.03125
3026,6.34375
3027,4.90625
3028,4.71875
3029,4.0
3030,5.78125
3031,6.46875
3032,6.46875
3033,5.09375
3034,6.96875
3035,5.875
3036,7.75
3037,6.75
3038,5.96875
3039,6.75
3040,6.125
3041,5.9375
3042,6.25
3043,5.03125
3044,5.125
3045,6.5
3046,5.5625
3047,6.25
3048,5.03125
3049,7.09375
3050,5.78125
3051,4.65625
3052,5.375
3053,4.28125
3054,5.53125
3055,7.03125
3056,6.375
3057,6.0625
3058,4.71875
3059,6.4375
3060,6.84375
3061,5.9375
3062,5.59375
3063,6.0625
3064,6.0
3065,6.0
3066,6.25
3067,4.6875
3068,6.84375
3069,5.625
3070,5.75
3071,6.0
3072,6.96875
3073,6.6875
3074,4.875
3075,6.03125
3076,5.25
3077,6.375
3078,5.15625
3079,6.65625
3080,5.09375
3081,5.6875
3082,5.9375
3083,5.53125
3084,5.1875
3085,5.625
3086,3.9375
3087,6.78125
3088,7.40625
3089,6.15625
3090,5.125
3091,5.0625
3092,6.3125
3093,4.9375
3094,5.21875
3095,5.53125
3096,6.28125
3097,6.6875
3098,6.28125
3099,6.78125
3100,5.75
3101,6.96875
3102,6.65625
3103,4.875
3104,6.46875
3105,5.75
3106,5.625
3107,6.75
3108,5.96875
3109,7.71875
3110,5.875
3111,4.875
3112,6.25
3113,5.9375
3114,7.09375
3115,5.6875
3116,5.84375
3117,5.65625
3118,4.96875
3119,7.59375
3120,4.96875
3121,5.8125
3122,4.9375
3123,5.65625
3124,5.4375
3125,4.875
3126,6.25
3127,7.875
3128,8.0
3129,5.25
3130,5.0625
3131,5.71875
3132,5.125
3133,5.875
3134,8.0625
3135,5.875
3136,6.25
3137,6.28125
3138,5.90625
3139,6.46875
3140,5.15625
3141,4.96875
3142,5.78125
3143,6.46875
3144,7.5
3145,6.4375
3146,5.65625
3147,5.5625
3148,6.28125
3149,6.25
3150,5.9375
3151,5.78125
3152,4.75
3153,4.71875
3154,6.28125
3155,8.0625
3156,7.28125
3157,5.90625
3158,6.84375
3159,6.75
3160,4.3125
3161,7.8125
3162,6.21875
3163,6.625
3164,6.28125
3165,8.375
3166,5.625
3167,6.34375
3168,4.5625
3169,5.9375
3170,5.34375
3171,7.34375
3172,5.625
3173,5.96875
3174,6.59375
3175,5.78125
3176,4.90625
3177,6.21875
3178,6.59375
3179,5.71875
3180,7.46875
3181,7.90625
3182,7.3125
3183,4.0625
3184,7.59375
3185,6.4375
3186,6.3125
3187,5.375
3188,6.03125
3189,5.46875
3190,5.84375
3191,7.0
3192,6.25
3193,5.65625
3194,5.34375
3195,6.25
3196,5.0625
3197,6.84375
3198,3.8125
3199,5.6875
3200,5.875
3201,6.375
3202,6.09375
3203,5.9375
3204,6.65625
3205,7.1875
3206,8.6875
3207,5.875
3208,5.5
3209,7.1875
3210,5.875
3211,4.84375
3212,4.78125
3213,8.1875
3214,7.25
3215,6.75
3216,8.25
3217,4.4375
3218,4.4375
3219,7.5625
3220,5.75
3221,7.0625
3222,5.84375
3223,5.28125
3224,5.4375
3225,6.375
3226,4.78125
3227,5.875
3228,6.6875
3229,5.65625
3230,5.25
3231,7.375
3232,7.40625
3233,5.46875
3234,5.84375
3235,6.0
3236,5.03125
3237,5.28125
3238,4.625
3239,5.84375
3240,3.953125
3241,6.28125
3242,5.84375
3243,6.8125
3244,7.625
3245,5.1875
3246,5.5625
3247,5.875
3248,5.25
3249,4.53125
3250,8.125
3251,5.96875
3252,6.8125
3253,6.125
3254,5.84375
3255,5.1875
3256,5.1875
3257,6.4375
3258,7.1875
3259,5.53125
3260,8.625
3261,6.125
3262,7.375
3263,5.96875
3264,5.5
3265,6.53125
3266,6.03125
3267,7.03125
3268,5.46875
3269,5.4375
3270,5.78125
3271,5.25
3272,6.71875
3273,5.96875
3274,5.875
3275,5.9375
3276,6.375
3277,6.53125
3278,6.3125
3279,5.625
3280,5.25
3281,4.96875
3282,5.40625
3283,7.0
3284,6.90625
3285,5.84375
3286,4.75
3287,7.03125
3288,4.25
3289,6.40625
3290,7.28125
3291,5.0
3292,4.28125
3293,5.53125
3294,5.875
3295,4.78125
3296,5.875
3297,6.15625
3298,8.1875
3299,5.03125
3300,4.8125
3301,5.03125
3302,5.125
3303,5.28125
3304,5.90625
3305,5.9375
3306,5.65625
3307,5.28125
3308,7.21875
3309,5.1875
3310,7.6875
3311,6.375
3312,5.46875
3313,5.625
3314,6.0625
3315,6.65625
3316,6.375
3317,5.09375
3318,6.46875
3319,6.5625
3320,4.78125
3321,7.5625
3322,6.40625
3323,6.25
3324,6.34375
3325,6.28125
3326,6.21875
3327,6.4375
3328,6.75
3329,4.03125
3330,6.09375
3331,4.875
3332,6.375
3333,6.25
3334,5.71875
3335,5.375
3336,6.59375
3337,5.125
3338,6.65625
3339,5.375
3340,6.375
3341,5.5
3342,5.03125
3343,8.125
3344,6.5625
3345,4.53125
3346,5.875
3347,5.4375
3348,4.375
3349,5.15625
3350,7.5625
3351,5.6875
3352,6.8125
3353,6.15625
3354,8.0625
3355,4.71875
3356,5.375
3357,4.78125
3358,4.46875
3359,6.25
3360,5.34375
3361,4.8125
3362,4.40625
3363,4.84375
3364,6.78125
3365,5.125
3366,5.75
3367,5.5
3368,7.40625
3369,5.6875
3370,5.6875
3371,4.8125
3372,5.8125
3373,6.25
3374,6.75
3375,5.59375
3376,5.9375
3377,5.0625
3378,5.6875
3379,4.5
3380,5.46875
3381,6.0
3382,4.90625
3383,5.4375
3384,6.59375
3385,6.59375
3386,5.78125
3387,5.125
3388,5.4375
3389,5.59375
3390,5.25
3391,5.5625
3392,4.9375
3393,5.84375
3394,5.78125
3395,7.0
3396,5.34375
3397,8.125
3398,4.25
3399,6.8125
3400,5.3125
3401,6.125
3402,6.875
3403,5.125
3404,7.09375
3405,8.25
3406,5.15625
3407,4.8125
3408,5.34375
3409,6.4375
3410,5.25
3411,5.71875
3412,6.21875
3413,5.71875
3414,4.65625
3415,5.09375
3416,6.34375
3417,4.5625
3418,5.75
3419,6.125
3420,6.53125
3421,5.59375
3422,5.9375
3423,7.0
3424,6.40625
3425,5.28125
3426,6.40625
3427,6.34375
3428,4.90625
3429,6.15625
3430,5.53125
3431,6.8125
3432,5.0
3433,5.5625
3434,5.65625
3435,6.125
3436,5.78125
3437,5.65625
3438,4.875
3439,4.90625
3440,5.25
3441,5.03125
3442,7.15625
3443,6.125
3444,5.625
3445,5.9375
3446,5.78125
3447,5.34375
3448,6.125
3449,3.6875
3450,3.515625
3451,7.0625
3452,4.9375
3453,6.1875
3454,6.40625
3455,5.875
3456,9.0625
3457,5.9375
3458,5.21875
3459,5.25
3460,6.1875
3461,5.65625
3462,6.25
3463,5.71875
3464,4.625
3465,4.78125
3466,4.65625
3467,5.5625
3468,4.9375
3469,4.9375
3470,5.4375
3471,4.9375
3472,6.34375
3473,5.03125
3474,6.34375
3475,7.0625
3476,6.625
3477,5.40625
3478,5.78125
3479,4.875
3480,6.21875
3481,6.46875
3482,5.3125
3483,4.125
3484,5.4375
3485,4.6875
3486,5.625
3487,3.890625
3488,5.3125
3489,6.71875
3490,5.875
3491,5.71875
3492,5.03125
3493,5.96875
3494,7.03125
3495,5.71875
3496,5.9375
3497,5.65625
3498,5.0625
3499,6.28125
3500,4.3125
3501,5.28125
3502,7.75
3503,5.0
3504,5.9375
3505,7.75
3506,6.25
3507,5.5
3508,6.0
3509,5.90625
3510,5.125
3511,4.90625
3512,5.125
3513,8.4375
3514,5.90625
3515,4.46875
3516,5.15625
3517,4.9375
3518,5.5
3519,4.59375
3520,6.125
3521,5.84375
3522,5.1875
3523,4.3125
3524,5.5625
3525,6.125
3526,6.53125
3527,5.90625
3528,4.28125
3529,6.65625
3530,4.40625
3531,8.1875
3532,6.625
3533,6.09375
3534,5.1875
3535,4.75
3536,5.125
3537,5.5625
3538,5.0625
3539,6.96875
3540,5.09375
3541,5.84375
3542,7.0625
3543,4.375
3544,4.625
3545,6.15625
3546,6.40625
3547,5.40625
3548,6.5625
3549,5.9375
3550,4.03125
3551,5.75
3552,6.03125
3553,5.03125
3554,4.875
3555,5.03125
3556,6.53125
3557,5.125
3558,5.71875
3559,4.90625
3560,6.125
3561,5.9375
3562,6.09375
3563,6.15625
3564,6.46875
3565,7.15625
3566,6.75
3567,5.59375
3568,5.3125
3569,4.59375
3570,5.90625
3571,5.5625
3572,5.09375
3573,7.03125
3574,5.4375
3575,5.03125
3576,5.375
3577,6.65625
3578,3.671875
3579,5.1875
3580,5.5
3581,5.21875
3582,5.0625
3583,4.84375
3584,6.3125
3585,5.375
3586,5.3125
3587,7.53125
3588,7.4375
3589,5.59375
3590,5.125
3591,7.15625
3592,7.1875
3593,4.375
3594,7.0
3595,5.875
3596,6.0
3597,4.875
3598,6.125
3599,3.9375
3600,5.90625
3601,3.984375
3602,4.875
3603,5.28125
3604,3.796875
3605,4.90625
3606,5.21875
3607,5.90625
3608,4.0625
3609,5.09375
3610,4.8125
3611,5.75
3612,6.40625
3613,6.21875
3614,6.84375
3615,5.4375
3616,6.21875
3617,5.71875
3618,6.875
3619,5.28125
3620,6.5625
3621,6.1875
3622,4.53125
3623,4.90625
3624,8.4375
3625,4.46875
3626,6.46875
3627,5.15625
3628,4.59375
3629,6.03125
3630,5.375
3631,5.34375
3632,5.90625
3633,5.71875
3634,6.8125
3635,4.75
3636,5.6875
3637,5.09375
3638,4.78125
3639,6.3125
3640,4.65625
3641,5.28125
3642,6.5625
3643,5.21875
3644,6.78125
3645,5.0
3646,5.28125
3647,4.8125
3648,5.6875
3649,4.96875
3650,6.53125
3651,7.09375
3652,5.46875
3653,4.78125
3654,8.5625
3655,5.09375
3656,4.9375
3657,5.4375
3658,5.34375
3659,6.375
3660,4.3125
3661,7.5
3662,5.8125
3663,5.0625
3664,5.6875
3665,4.3125
3666,5.40625
3667,5.71875
3668,5.21875
3669,5.59375
3670,7.9375
3671,4.9375
3672,4.78125
3673,5.65625
3674,5.46875
3675,6.59375
3676,6.0
3677,4.59375
3678,5.40625
3679,7.1875
3680,5.03125
3681,6.6875
3682,4.6875
3683,4.6875
3684,4.4375
3685,6.40625
3686,6.15625
3687,5.96875
3688,6.90625
3689,6.5625
3690,5.28125
3691,5.625
3692,5.125
3693,6.375
3694,7.09375
3695,8.0625
3696,5.59375
3697,6.03125
3698,6.59375
3699,4.53125
3700,5.28125
3701,4.53125
3702,6.15625
3703,6.09375
3704,6.84375
3705,4.8125
3706,4.9375
3707,6.28125
3708,3.75
3709,6.1875
3710,6.03125
3711,6.125
3712,6.3125
3713,8.1875
3714,6.03125
3715,4.90625
3716,6.75
3717,5.5625
3718,5.0625
3719,7.1875
3720,4.96875
3721,4.8125
3722,6.625
3723,4.5
3724,5.5
3725,5.15625
3726,5.1875
3727,4.625
3728,5.0
3729,6.96875
3730,5.1875
3731,5.28125
3732,5.25
3733,6.28125
3734,5.65625
3735,5.65625
3736,5.125
3737,6.0625
3738,4.875
3739,4.3125
3740,4.90625
3741,6.0625
3742,4.375
3743,6.125
3744,7.1875
3745,5.65625
3746,6.03125
3747,4.9375
3748,7.03125
3749,5.46875
3750,4.90625
3751,5.28125
3752,5.28125
3753,6.6875
3754,6.5625
3755,6.40625
3756,6.84375
3757,6.96875
3758,4.71875
3759,4.6875
3760,4.78125
3761,5.125
3762,7.6875
3763,4.9375
3764,5.03125
3765,5.90625
3766,3.921875
3767,4.5
3768,4.90625
3769,6.46875
3770,5.9375
