step,train_loss
483,15.75
484,10.1875
485,13.625
486,11.9375
487,15.75
488,12.0
489,15.25
490,15.375
491,13.75
492,17.0
493,16.25
494,10.8125
495,11.375
496,16.0
497,17.0
498,12.625
499,13.125
500,14.625
501,16.375
502,14.75
503,12.0
504,14.875
505,16.5
506,11.5
507,14.875
508,17.375
509,14.25
510,11.5
511,11.375
512,11.875
513,13.875
514,16.75
515,12.3125
516,12.0625
517,10.5625
518,10.25
519,16.25
520,12.8125
521,13.0
522,10.75
523,10.5
524,14.5625
525,13.25
526,13.0
527,11.875
528,16.25
529,14.5
530,14.25
531,15.125
532,13.875
533,20.75
534,13.125
535,14.9375
536,13.5
537,14.0
538,12.5
539,12.75
540,12.5
541,16.375
542,11.3125
543,12.875
544,12.3125
545,11.0
546,9.5
547,14.875
548,10.125
549,14.1875
550,17.25
551,15.625
552,9.5
553,14.5625
554,15.375
555,12.375
556,11.875
557,14.125
558,20.75
559,13.9375
560,13.375
561,14.9375
562,16.25
563,15.125
564,15.625
565,15.375
566,11.75
567,14.9375
568,12.0
569,10.0
570,18.0
571,12.5
572,9.375
573,16.5
574,13.5625
575,14.75
576,14.25
577,14.375
578,15.625
579,12.25
580,13.25
581,9.875
582,14.375
583,12.25
584,12.875
585,13.4375
586,14.75
587,12.0
588,12.0
589,12.3125
590,14.625
591,14.0
592,14.5
593,15.25
594,16.625
595,15.25
596,18.125
597,11.75
598,8.3125
599,15.125
600,13.625
601,12.75
602,16.25
603,13.25
604,16.375
605,15.5
606,16.25
607,12.1875
608,13.0
609,10.75
610,11.5
611,16.25
612,15.4375
613,14.6875
614,12.9375
615,17.75
616,16.375
617,14.125
618,14.5
619,11.125
620,12.375
621,13.875
622,12.5
623,13.0
624,11.375
625,13.125
626,14.125
627,14.375
628,15.0
629,13.25
630,13.25
631,17.5
632,13.875
633,14.625
634,13.125
635,9.5625
636,12.75
637,16.75
638,13.125
639,9.75
640,12.75
641,15.375
642,14.5
643,9.4375
644,12.375
645,15.25
646,13.375
647,11.4375
648,15.5
649,15.125
650,13.625
651,13.625
652,14.4375
653,13.375
654,11.625
655,12.875
656,12.0
657,9.125
658,15.0
659,15.875
660,13.875
661,12.625
662,10.75
663,10.5
664,13.8125
665,10.75
666,16.125
667,14.125
668,14.75
669,15.1875
670,14.375
671,10.6875
672,14.5
673,14.0
674,13.4375
675,12.375
676,15.375
677,8.25
678,14.0625
679,15.25
680,10.375
681,11.625
682,13.125
683,14.625
684,18.875
685,14.875
686,13.375
687,13.125
688,16.125
689,15.9375
690,15.875
691,12.25
692,15.75
693,13.5
694,14.75
695,13.0625
696,18.0
697,15.8125
698,11.75
699,14.1875
700,17.0
701,12.625
702,10.75
703,15.1875
704,14.125
705,12.75
706,13.9375
707,15.875
708,15.375
709,12.75
710,14.375
711,14.75
712,14.5
713,14.125
714,14.0625
715,10.6875
716,11.9375
717,12.0625
718,15.9375
719,15.125
720,15.4375
721,19.0
722,13.5
723,13.375
724,15.875
725,15.25
726,14.25
727,14.4375
728,15.25
729,9.625
730,11.875
731,15.25
732,13.625
733,12.625
734,12.125
735,12.1875
736,9.8125
737,17.75
738,17.125
739,11.6875
740,14.625
741,15.625
742,12.25
743,12.5
744,11.375
745,14.25
746,13.9375
747,11.0
748,7.96875
749,14.125
750,12.6875
751,12.375
752,15.375
753,14.375
754,16.125
755,13.5
756,10.3125
757,9.25
758,14.0
759,8.375
760,17.0
761,15.8125
762,16.25
763,15.25
764,15.625
765,11.75
766,13.375
767,13.75
768,15.875
769,14.4375
770,13.875
771,15.75
772,12.0
773,15.875
774,16.25
775,15.3125
776,17.25
777,14.125
778,16.0
779,14.875
780,14.0625
781,11.0
782,18.375
783,11.9375
784,10.875
785,13.3125
786,11.5
787,13.875
788,9.875
789,11.5
790,13.3125
791,14.0
792,12.5
793,9.0
794,12.1875
795,15.375
796,12.5625
797,14.75
798,16.25
799,11.375
800,15.125
801,11.125
802,13.25
803,14.75
804,17.5
805,16.875
806,12.8125
807,13.9375
808,16.875
809,7.71875
810,15.25
811,15.5
812,12.0625
813,9.8125
814,15.0
815,10.625
816,12.75
817,14.625
818,13.5
819,16.25
820,18.625
821,9.8125
822,18.625
823,14.9375
824,14.0625
825,15.375
826,16.75
827,14.875
828,17.375
829,11.8125
830,10.0
831,14.9375
832,14.75
833,13.625
834,13.75
835,11.5
836,10.625
837,11.125
838,15.75
839,14.75
840,15.4375
841,14.75
842,15.0
843,16.625
844,14.5
845,15.0625
846,12.125
847,13.6875
848,13.625
849,12.9375
850,16.75
851,13.0625
852,8.875
853,14.4375
854,15.5
855,14.8125
856,15.25
857,14.625
858,15.25
859,15.25
860,17.75
861,16.375
862,16.25
863,11.25
864,13.25
865,13.3125
866,9.6875
867,11.25
868,15.5
869,14.75
870,10.4375
871,10.5
872,14.875
873,11.75
874,15.125
875,13.5
876,14.5
877,10.6875
878,13.3125
879,15.9375
880,12.875
881,9.0625
882,11.375
883,14.125
884,13.5
885,10.375
886,14.25
887,15.875
888,13.25
889,11.625
890,12.6875
891,8.0
892,12.375
893,13.25
894,10.75
895,14.0
896,17.0
897,13.625
898,15.5
899,11.3125
900,11.75
901,13.25
902,13.6875
903,14.0
904,17.5
905,15.6875
906,11.8125
907,12.125
908,10.6875
909,13.0
910,15.25
911,13.75
912,11.25
913,13.6875
914,12.0
915,12.375
916,15.75
917,12.5
918,11.9375
919,14.5
920,10.75
921,9.625
922,16.5
923,12.875
924,10.125
925,10.875
926,15.375
927,13.125
928,17.0
929,9.75
930,11.5
931,16.0
932,14.0
933,8.8125
934,14.625
935,15.375
936,15.875
937,13.125
938,10.625
939,14.375
940,13.625
941,13.5
942,15.125
943,13.5
944,12.6875
945,11.5625
946,9.5
947,12.75
948,11.75
949,13.9375
950,12.25
951,16.0
952,10.875
953,13.375
954,16.125
955,14.5
956,12.9375
957,14.0
958,11.625
959,13.5625
960,11.125
961,12.375
962,16.875
963,15.5
964,13.5
965,14.375
966,12.8125
967,11.0
968,11.4375
969,13.5
970,14.0
971,11.75
972,17.5
973,15.875
974,14.125
975,11.375
976,15.3125
977,13.9375
978,15.625
979,18.25
980,16.875
981,9.625
982,10.0
983,15.8125
984,13.3125
985,11.5625
986,15.25
987,13.0
988,12.8125
989,13.5625
990,14.8125
991,14.625
992,14.5
993,15.3125
994,15.0
995,18.0
996,14.625
997,13.4375
998,12.5
999,15.625
1000,15.125
1001,14.125
1002,15.0
1003,13.4375
1004,10.875
1005,16.75
1006,12.375
1007,15.6875
1008,9.6875
1009,18.125
1010,9.1875
1011,15.25
1012,12.375
1013,15.125
1014,18.25
1015,15.375
1016,13.5
1017,13.3125
1018,14.375
1019,10.75
1020,10.75
1021,12.375
1022,15.5
1023,15.1875
1024,11.375
1025,11.25
1026,12.5
1027,10.5
1028,12.4375
1029,10.8125
1030,11.875
1031,13.0
1032,16.25
1033,10.8125
1034,13.8125
1035,12.9375
1036,12.75
1037,12.375
1038,13.875
1039,13.375
1040,14.25
1041,11.875
1042,11.625
1043,11.875
1044,16.25
1045,9.9375
1046,13.125
1047,16.125
1048,14.4375
1049,10.5625
1050,9.875
1051,13.0
1052,15.0
1053,10.5
1054,11.75
1055,13.625
1056,14.875
1057,10.3125
1058,10.125
1059,16.125
1060,10.75
1061,15.0
1062,14.0625
1063,15.75
1064,8.9375
1065,14.8125
1066,14.125
1067,14.0
1068,14.625
1069,11.25
1070,14.625
1071,12.875
1072,13.25
1073,11.0
1074,10.375
1075,12.25
1076,12.6875
1077,17.75
1078,13.5
1079,14.875
1080,13.875
1081,12.875
1082,12.4375
1083,14.625
1084,11.0
1085,12.25
1086,14.5
1087,13.25
1088,13.875
1089,12.8125
1090,14.625
1091,14.625
1092,8.375
1093,12.8125
1094,14.375
1095,14.5625
1096,18.125
1097,9.0
1098,16.375
1099,16.875
1100,13.6875
1101,14.625
1102,14.25
1103,12.75
1104,11.125
1105,11.25
1106,13.375
1107,13.875
1108,14.0
1109,15.375
1110,17.0
1111,11.25
1112,16.125
1113,10.75
1114,14.75
1115,14.875
1116,14.125
1117,14.125
1118,11.25
1119,13.625
1120,11.125
1121,11.25
1122,15.125
1123,14.625
1124,15.0
1125,14.8125
1126,14.25
1127,13.75
1128,13.0
1129,15.375
1130,10.625
1131,15.25
1132,12.875
1133,13.6875
1134,15.125
1135,12.625
1136,14.0625
1137,16.25
1138,7.21875
1139,13.625
1140,12.875
1141,15.5625
1142,11.625
1143,12.375
1144,12.625
1145,14.9375
1146,13.75
1147,9.25
1148,13.1875
1149,12.125
1150,13.125
1151,10.375
1152,12.375
1153,13.875
1154,12.375
1155,8.625
1156,15.1875
1157,14.25
1158,13.9375
1159,15.125
1160,13.125
1161,10.625
1162,14.8125
1163,17.375
1164,15.3125
1165,14.25
1166,15.4375
1167,12.5
1168,9.6875
1169,15.0
1170,11.8125
1171,10.4375
1172,16.375
1173,11.6875
1174,14.875
1175,11.125
1176,14.125
1177,12.9375
1178,14.375
1179,11.5
1180,17.0
1181,12.625
1182,15.5
1183,14.5
1184,15.75
1185,12.125
1186,12.25
1187,15.125
1188,15.4375
1189,15.0
1190,15.125
1191,12.75
1192,9.375
1193,14.625
1194,12.0625
1195,16.5
1196,14.875
1197,15.875
1198,14.875
1199,17.5
1200,14.4375
1201,12.375
1202,14.1875
1203,13.375
1204,15.625
1205,14.75
1206,14.5
1207,13.125
1208,11.0
1209,14.125
1210,14.125
1211,11.75
1212,14.25
1213,14.875
1214,12.875
1215,17.0
1216,14.5
1217,14.3125
1218,16.375
1219,14.875
1220,12.75
1221,10.5
1222,12.625
1223,15.125
1224,9.1875
1225,11.8125
1226,14.875
1227,12.875
1228,16.125
1229,11.5
1230,13.6875
1231,11.8125
1232,13.5
1233,11.75
1234,13.875
1235,14.25
1236,13.8125
1237,12.375
1238,12.3125
1239,13.625
1240,9.3125
1241,12.625
1242,15.6875
1243,9.875
1244,14.0
1245,10.625
1246,13.8125
1247,10.75
1248,13.75
1249,14.25
1250,14.0625
1251,12.125
1252,15.625
1253,14.625
1254,12.75
1255,13.625
1256,13.8125
1257,10.0625
1258,13.75
1259,10.375
1260,14.0
1261,12.25
1262,16.125
1263,14.125
1264,11.125
1265,12.5
1266,15.875
1267,14.125
1268,12.25
1269,14.3125
1270,10.5
1271,15.9375
1272,13.5
1273,13.0
1274,14.0
1275,9.625
1276,11.75
1277,11.875
1278,11.25
1279,14.25
1280,13.25
1281,14.625
1282,11.0625
1283,16.75
1284,14.25
1285,13.0625
1286,11.8125
1287,12.0
1288,13.6875
1289,9.375
1290,9.0625
1291,12.375
1292,14.0625
1293,14.1875
1294,9.75
1295,13.3125
1296,11.5
1297,14.125
1298,10.0
1299,10.5
1300,10.875
1301,12.5
1302,13.6875
1303,14.4375
1304,10.625
1305,12.625
1306,16.125
1307,12.6875
1308,12.6875
1309,12.125
1310,16.875
1311,13.75
1312,12.8125
1313,10.125
1314,15.5
1315,14.375
1316,14.375
1317,17.0
1318,12.125
1319,10.75
1320,9.75
1321,14.125
1322,12.8125
1323,15.125
1324,14.8125
1325,15.25
1326,13.8125
1327,12.5
1328,14.5
1329,14.5
1330,13.875
1331,16.75
1332,17.125
1333,11.3125
1334,14.5
1335,11.5
1336,9.875
1337,15.5
1338,11.3125
1339,13.625
1340,13.625
1341,14.3125
1342,9.75
1343,11.5
1344,12.875
1345,12.75
1346,17.75
1347,14.625
1348,15.875
1349,14.5
1350,15.875
1351,15.25
1352,10.5
1353,15.5
1354,11.625
1355,16.875
1356,12.5
1357,14.4375
1358,11.125
1359,12.25
1360,13.875
1361,12.375
1362,12.625
1363,12.125
1364,13.875
1365,15.0
1366,13.4375
1367,14.875
1368,12.5
1369,12.4375
1370,10.9375
1371,12.75
1372,10.625
1373,13.5
1374,13.625
1375,13.875
1376,13.75
1377,11.25
1378,12.1875
1379,10.25
1380,11.0
1381,18.375
1382,13.1875
1383,14.875
1384,9.1875
1385,13.5625
1386,10.0
1387,11.0625
1388,16.75
1389,15.125
1390,15.375
1391,11.875
1392,14.125
1393,13.125
1394,15.9375
1395,14.0
1396,9.5
1397,13.875
1398,12.375
1399,13.0
1400,14.75
1401,13.5
1402,11.625
1403,10.0
1404,10.1875
1405,15.4375
1406,14.125
1407,14.75
1408,14.625
1409,13.0
1410,12.375
1411,14.8125
1412,10.25
1413,13.1875
1414,13.75
1415,12.125
1416,17.25
1417,11.25
1418,14.0
1419,14.375
1420,13.4375
1421,12.125
1422,11.25
1423,10.875
1424,10.5
1425,15.0
1426,12.4375
1427,11.1875
1428,12.1875
1429,14.875
1430,14.625
1431,12.75
1432,12.0
1433,14.25
1434,15.5
1435,14.875
1436,13.5625
1437,12.4375
1438,15.125
1439,14.875
1440,13.6875
1441,12.875
1442,15.75
1443,11.9375
1444,13.75
1445,13.125
1446,12.875
1447,10.75
1448,9.75
1449,12.375
1450,12.5
1451,13.75
1452,13.6875
1453,13.8125
1454,13.125
1455,10.75
1456,12.125
1457,9.75
1458,11.625
1459,9.375
1460,15.25
1461,14.25
1462,11.75
1463,14.0
1464,13.6875
1465,12.75
1466,15.75
1467,9.875
1468,10.6875
1469,15.125
1470,18.125
1471,15.4375
1472,14.3125
1473,14.125
1474,13.625
1475,17.25
1476,13.8125
1477,14.625
1478,14.0
1479,14.5
1480,12.0
1481,14.5625
1482,13.9375
1483,14.875
1484,13.25
1485,10.75
1486,11.0625
1487,11.3125
1488,11.625
1489,14.375
1490,10.75
1491,14.5
1492,13.3125
1493,12.0
1494,14.375
1495,13.875
1496,12.875
1497,12.5
1498,12.75
1499,11.1875
1500,15.9375
1501,14.25
1502,11.25
1503,14.625
1504,14.8125
1505,12.5
1506,11.25
1507,12.9375
1508,10.375
1509,12.0
1510,13.375
1511,14.4375
1512,15.5
1513,14.4375
1514,14.9375
1515,12.9375
1516,12.625
1517,14.375
1518,15.375
1519,12.875
1520,13.75
1521,15.125
1522,16.625
1523,11.375
1524,12.5625
1525,13.5
1526,14.875
1527,14.75
1528,13.5
1529,15.375
1530,11.125
1531,10.625
1532,13.3125
1533,13.0625
1534,13.375
1535,15.0
1536,15.5
1537,14.0
1538,14.375
1539,15.0
1540,10.875
1541,13.125
1542,16.5
1543,13.8125
1544,12.25
1545,11.875
1546,11.9375
1547,13.875
1548,13.0
1549,14.1875
1550,13.0
1551,13.875
1552,13.0625
1553,13.0625
1554,13.875
1555,13.375
1556,9.8125
1557,13.75
1558,13.5625
1559,13.625
1560,12.625
1561,14.375
1562,14.625
1563,14.6875
1564,14.25
1565,16.0
1566,12.5
1567,12.75
1568,14.375
1569,12.5
1570,14.75
1571,12.0625
1572,10.375
1573,9.6875
1574,16.125
1575,14.125
1576,11.0
1577,13.0
1578,13.75
1579,14.5
1580,13.4375
1581,13.3125
1582,14.125
1583,15.75
1584,11.0
1585,13.75
1586,12.1875
1587,14.625
1588,12.25
1589,15.375
1590,13.125
1591,12.25
1592,9.4375
1593,16.75
1594,13.875
1595,13.25
1596,14.875
1597,11.5625
1598,12.875
1599,11.5625
1600,14.875
1601,15.75
1602,14.0
1603,10.6875
1604,13.9375
1605,12.875
1606,10.5
1607,13.375
1608,12.5
1609,13.625
1610,11.875
1611,12.0
1612,13.875
1613,13.0
1614,12.0625
1615,10.25
1616,13.0
1617,9.1875
1618,14.3125
1619,15.0625
1620,10.75
1621,9.625
1622,12.125
1623,9.75
1624,13.875
1625,9.5
1626,12.75
1627,13.5625
1628,12.875
1629,14.125
1630,16.125
1631,13.75
1632,13.0
1633,16.75
1634,12.125
1635,13.25
1636,10.4375
1637,13.375
1638,13.75
1639,11.75
1640,8.0625
1641,13.875
1642,11.125
1643,10.4375
1644,10.125
1645,10.625
1646,9.25
1647,18.0
1648,12.125
1649,15.125
1650,13.625
1651,14.625
1652,11.5
1653,10.9375
1654,14.25
1655,11.9375
1656,14.4375
1657,12.375
1658,16.625
1659,15.75
1660,12.25
1661,15.875
1662,9.875
1663,14.0625
1664,14.625
1665,11.5
1666,14.0
1667,15.25
1668,13.4375
1669,13.5
1670,11.3125
1671,12.875
1672,12.625
1673,14.1875
1674,9.8125
1675,9.9375
1676,9.6875
1677,9.375
1678,11.4375
1679,14.6875
1680,9.125
1681,12.125
1682,12.375
1683,13.0
1684,14.6875
1685,13.5
1686,12.5625
1687,12.5
1688,15.0625
1689,10.75
1690,14.9375
1691,11.5625
1692,13.875
1693,15.0
1694,10.75
1695,12.375
1696,10.9375
1697,12.25
1698,12.625
1699,9.25
1700,13.5
1701,11.75
1702,12.375
1703,13.9375
1704,11.75
1705,12.875
1706,13.9375
1707,14.25
1708,13.25
1709,11.25
1710,15.4375
1711,10.375
1712,10.75
1713,14.4375
1714,10.875
1715,12.8125
1716,11.75
1717,12.125
1718,13.25
1719,11.25
1720,12.375
1721,9.125
1722,10.125
1723,13.125
1724,13.0
1725,13.375
1726,10.5
1727,12.8125
1728,13.125
1729,11.0
1730,9.5
1731,9.875
1732,14.3125
1733,12.0
1734,17.0
1735,9.625
1736,12.0
1737,15.75
1738,14.25
1739,15.5625
1740,10.9375
1741,13.25
1742,11.0625
1743,11.8125
1744,14.25
1745,12.75
1746,12.5625
1747,9.9375
1748,13.125
1749,9.0625
1750,11.5
1751,11.8125
1752,12.125
1753,14.375
1754,10.75
1755,11.0
1756,8.3125
1757,13.6875
1758,12.75
1759,10.875
1760,13.1875
1761,15.25
1762,12.75
1763,9.375
1764,14.875
1765,10.25
1766,16.625
1767,10.125
1768,13.125
1769,15.625
1770,13.375
1771,10.6875
1772,11.6875
1773,10.875
1774,10.75
1775,9.4375
1776,10.75
1777,12.375
1778,14.625
1779,16.75
1780,13.1875
1781,10.5
1782,13.8125
1783,13.0
1784,11.75
1785,8.625
1786,10.375
1787,10.875
1788,14.8125
1789,12.5
1790,14.3125
1791,14.375
1792,12.125
1793,14.4375
1794,7.90625
1795,9.375
1796,14.25
1797,13.0
1798,8.25
1799,15.0
1800,14.0
1801,11.875
1802,10.75
1803,11.125
1804,11.0
1805,11.5
1806,13.625
1807,10.875
1808,13.125
1809,10.4375
1810,14.0
1811,13.625
1812,11.625
1813,13.5625
1814,13.75
1815,10.5
1816,9.5
1817,13.5
1818,12.625
1819,10.0625
1820,10.75
1821,12.5
1822,10.3125
1823,11.875
1824,11.0
1825,11.125
1826,11.25
1827,13.125
1828,12.8125
1829,11.25
1830,15.0625
1831,11.375
1832,15.75
1833,9.375
1834,9.625
1835,11.75
1836,12.0
1837,13.75
1838,13.25
1839,9.9375
1840,13.375
1841,13.125
1842,11.375
1843,12.625
1844,12.6875
1845,11.9375
1846,12.25
1847,13.5625
1848,12.75
1849,12.25
1850,15.125
1851,12.3125
1852,8.1875
1853,13.0625
1854,11.125
1855,10.25
1856,12.875
1857,12.75
1858,13.5
1859,10.6875
1860,12.875
1861,8.0
1862,11.75
1863,9.3125
1864,12.625
1865,13.4375
1866,11.875
1867,13.25
1868,12.4375
1869,11.5
1870,10.6875
1871,12.75
1872,14.0625
1873,15.25
1874,12.9375
1875,10.875
1876,12.25
1877,11.5625
1878,10.875
1879,9.75
1880,9.5625
1881,11.8125
1882,14.25
1883,12.9375
1884,13.5
1885,10.75
1886,12.5
1887,10.3125
1888,12.125
1889,11.0
1890,13.5625
1891,11.6875
1892,10.125
1893,13.3125
1894,13.5
1895,14.375
1896,9.125
1897,8.5
1898,13.4375
1899,10.5
1900,11.9375
1901,13.125
1902,12.5
1903,13.875
1904,11.9375
1905,12.875
1906,13.125
1907,13.0
1908,14.4375
1909,9.75
1910,13.8125
1911,12.25
1912,14.625
1913,13.125
1914,12.875
1915,14.9375
1916,11.375
1917,9.5625
1918,14.0
1919,14.125
1920,8.5625
1921,11.9375
1922,14.0625
1923,9.25
1924,10.1875
1925,10.875
1926,13.1875
1927,15.375
1928,13.75
1929,13.25
1930,13.625
1931,11.8125
1932,14.3125
1933,8.8125
1934,12.625
1935,14.125
1936,15.5
1937,12.625
1938,12.125
1939,11.5
1940,11.0
1941,13.5
1942,11.75
1943,13.375
1944,13.25
1945,11.375
1946,13.75
1947,13.375
1948,10.125
1949,10.125
1950,8.875
1951,12.125
1952,10.9375
1953,13.125
1954,9.125
1955,11.0
1956,10.625
1957,8.875
1958,12.875
1959,10.9375
1960,13.875
1961,12.4375
1962,10.1875
1963,11.5
1964,11.0
1965,13.25
1966,12.6875
1967,12.625
1968,10.5
1969,10.5
1970,13.25
1971,11.25
1972,13.25
1973,12.0
1974,12.625
1975,13.625
1976,11.875
1977,11.0
1978,12.625
1979,10.25
1980,13.375
1981,10.75
1982,12.625
1983,15.125
1984,11.5
1985,12.5625
1986,12.125
1987,8.9375
1988,11.0
1989,12.5625
1990,11.375
1991,13.9375
1992,8.125
1993,13.125
1994,12.0
1995,13.5625
1996,12.25
1997,14.4375
1998,9.5625
1999,13.0625
2000,12.6875
2001,14.25
2002,12.125
2003,11.375
2004,8.75
2005,11.6875
2006,11.0
2007,12.875
2008,12.125
2009,11.6875
2010,11.875
2011,11.8125
2012,14.625
2013,14.625
2014,12.75
2015,8.9375
2016,7.15625
2017,15.0625
2018,12.9375
2019,10.0
2020,12.75
2021,13.3125
2022,14.4375
2023,14.9375
2024,12.1875
2025,10.375
2026,12.4375
2027,14.25
2028,11.0625
2029,9.125
2030,12.875
2031,7.625
2032,11.625
2033,17.25
2034,12.125
2035,12.625
2036,11.6875
2037,12.375
2038,12.6875
2039,11.75
2040,12.875
2041,10.6875
2042,11.0
2043,12.0625
2044,16.0
2045,12.5
2046,13.25
2047,11.3125
2048,12.5
2049,13.5
2050,12.0
2051,11.6875
2052,15.25
2053,10.125
2054,13.8125
2055,10.25
2056,9.75
2057,9.625
2058,11.1875
2059,10.25
2060,10.4375
2061,11.0
2062,9.3125
2063,10.0625
2064,13.5625
2065,14.375
2066,12.625
2067,12.25
2068,11.25
2069,9.1875
