step,nll_loss
346,2.59375
347,3.234375
348,4.6875
349,3.453125
350,2.5625
351,3.9375
352,3.109375
353,5.46875
354,3.484375
355,3.65625
356,4.875
357,3.1875
358,3.234375
359,4.125
360,3.5
361,2.640625
362,3.703125
363,3.953125
364,2.609375
365,3.671875
366,2.765625
367,3.6875
368,2.859375
369,2.9375
370,4.03125
371,3.4375
372,2.8125
373,3.5625
374,4.28125
375,3.984375
376,4.0625
377,3.53125
378,3.125
379,3.296875
380,3.265625
381,3.234375
382,3.109375
383,3.578125
384,3.28125
385,3.640625
386,2.640625
387,3.5625
388,3.109375
389,2.671875
390,3.140625
391,3.390625
392,3.140625
393,3.65625
394,3.96875
395,3.984375
396,3.09375
397,2.625
398,3.40625
399,3.609375
400,3.421875
401,3.140625
402,3.375
403,4.71875
404,3.671875
405,3.359375
406,3.296875
407,4.03125
408,3.421875
409,3.8125
410,3.765625
411,3.609375
412,3.546875
413,3.078125
414,3.3125
415,3.390625
416,2.875
417,3.109375
418,3.484375
419,3.09375
420,2.734375
421,3.125
422,3.296875
423,3.25
424,3.640625
425,3.40625
426,2.515625
427,3.78125
428,3.71875
429,2.9375
430,2.640625
431,3.25
432,3.703125
433,3.296875
434,3.484375
435,3.125
436,2.984375
437,3.21875
438,3.265625
439,3.390625
440,3.21875
441,3.109375
442,3.0625
443,2.9375
444,3.1875
445,2.921875
446,2.78125
447,2.703125
448,3.03125
449,3.078125
450,3.09375
451,3.359375
452,3.734375
453,2.640625
454,2.703125
455,3.0625
456,3.4375
457,2.875
458,3.359375
459,3.328125
460,3.203125
461,2.984375
462,3.359375
463,3.0625
464,3.015625
465,3.046875
466,2.703125
467,3.5625
468,3.71875
469,3.28125
470,3.03125
471,3.046875
472,3.03125
473,2.625
474,2.828125
475,3.96875
476,2.96875
477,2.359375
478,2.796875
479,2.9375
480,3.234375
481,2.46875
482,3.3125
483,2.921875
484,2.84375
485,3.046875
486,2.8125
487,3.015625
488,2.875
489,3.390625
490,2.6875
491,2.46875
492,2.328125
493,3.03125
494,2.65625
495,2.484375
496,2.953125
497,2.671875
498,2.546875
499,3.6875
500,2.65625
501,3.5625
502,2.515625
503,2.875
504,2.953125
505,3.140625
506,3.15625
507,3.375
508,2.84375
509,3.265625
510,2.765625
511,2.625
512,2.25
513,2.71875
514,2.359375
515,2.484375
516,2.296875
517,3.015625
518,3.59375
519,2.84375
520,1.890625
521,2.359375
522,2.375
523,2.796875
524,3.125
525,2.78125
526,3.125
527,2.65625
528,3.234375
529,2.625
530,2.84375
531,2.546875
532,2.765625
533,2.484375
534,3.65625
535,2.875
536,2.359375
537,2.5625
538,2.921875
539,2.640625
540,2.734375
541,3.125
542,2.609375
543,2.53125
544,2.46875
545,2.234375
546,3.125
547,2.96875
548,2.1875
549,2.578125
550,2.578125
551,2.453125
552,2.5625
553,2.5
554,2.640625
555,3.125
556,2.875
557,2.859375
558,3.296875
559,2.5
560,3.078125
561,2.703125
562,3.09375
563,2.375
564,2.4375
565,2.34375
566,2.71875
567,2.875
568,2.75
569,2.59375
570,2.515625
571,2.984375
572,3.375
573,2.28125
574,3.21875
575,2.671875
576,2.53125
577,2.421875
578,2.65625
579,2.53125
580,2.84375
581,2.6875
582,2.703125
583,2.609375
584,2.015625
585,2.3125
586,2.21875
587,2.609375
588,2.390625
589,2.5625
590,2.28125
591,2.296875
592,2.828125
593,2.359375
594,2.875
595,2.140625
596,2.796875
597,2.515625
598,2.34375
599,2.765625
600,2.40625
601,2.75
602,2.28125
603,2.203125
604,2.34375
605,2.75
606,2.46875
607,2.6875
608,2.171875
609,2.390625
610,3.015625
611,2.484375
612,1.8125
613,2.34375
614,2.53125
615,2.8125
616,2.546875
617,2.734375
618,2.984375
619,2.609375
620,1.578125
621,2.828125
622,2.328125
623,2.5
624,2.46875
625,2.75
626,2.578125
627,3.328125
628,2.40625
629,2.78125
630,2.109375
631,2.578125
632,2.5625
633,1.984375
634,2.671875
635,2.203125
636,2.25
637,2.609375
638,3.5
639,2.75
640,2.359375
641,2.703125
642,2.640625
643,2.609375
644,3.078125
645,2.3125
646,2.234375
647,2.375
648,2.921875
649,2.796875
650,2.375
651,2.015625
652,2.953125
653,2.453125
654,2.328125
655,1.53125
656,2.21875
657,2.328125
658,2.703125
659,2.25
660,2.375
661,2.484375
662,3.296875
663,2.328125
664,2.375
665,2.453125
666,2.375
667,2.859375
668,2.5625
669,2.65625
670,2.34375
671,2.03125
672,2.859375
673,2.40625
674,2.125
675,2.234375
676,2.328125
677,2.296875
678,2.046875
679,2.734375
680,2.046875
681,2.6875
682,2.0625
683,2.34375
684,2.109375
685,2.984375
686,2.5625
687,2.515625
688,2.15625
689,2.03125
690,2.390625
691,2.546875
692,2.625
693,2.4375
694,2.546875
695,2.03125
696,2.578125
697,2.875
698,2.40625
699,2.96875
700,2.0
701,2.453125
702,2.328125
703,2.34375
704,2.0625
705,2.65625
706,2.375
707,2.09375
708,2.015625
709,1.6171875
710,2.125
711,2.734375
712,1.9453125
713,2.234375
714,2.4375
715,2.578125
716,2.40625
717,2.53125
718,3.203125
719,1.9140625
720,2.359375
721,2.171875
722,2.640625
723,2.265625
724,2.421875
725,3.0625
726,2.609375
727,2.34375
728,1.9921875
729,2.4375
730,2.78125
731,2.328125
732,1.9296875
733,2.375
734,2.34375
735,2.578125
736,2.203125
737,2.671875
738,1.96875
739,2.46875
740,2.46875
741,2.40625
742,2.328125
743,2.421875
744,2.375
745,2.484375
746,2.359375
747,2.171875
748,2.15625
749,2.5625
750,2.5625
751,2.453125
752,2.5625
753,1.9296875
754,2.15625
755,1.6875
756,2.265625
757,2.28125
758,2.28125
759,2.140625
760,2.015625
761,2.828125
762,2.46875
763,2.515625
764,2.390625
765,2.6875
766,2.15625
767,2.203125
768,2.390625
769,2.625
770,2.359375
771,1.6875
772,1.8828125
773,1.8671875
774,2.859375
775,2.453125
776,2.390625
777,1.7578125
778,1.796875
779,2.109375
780,2.1875
781,2.140625
782,2.5
783,2.640625
784,2.96875
785,2.09375
786,2.515625
787,2.046875
788,2.046875
789,2.171875
790,2.34375
791,2.71875
792,2.53125
793,2.265625
794,3.0
795,2.5625
796,2.296875
797,2.703125
798,2.265625
799,2.140625
800,2.28125
801,2.859375
802,2.5
803,2.21875
804,2.265625
805,2.125
806,1.9609375
807,2.171875
808,2.703125
809,1.8984375
810,2.453125
811,2.40625
812,2.359375
813,1.671875
814,2.40625
815,2.484375
816,1.890625
817,2.78125
818,2.109375
819,2.015625
820,2.203125
821,2.65625
822,2.96875
823,2.0
824,2.4375
825,2.59375
826,2.796875
827,1.5859375
828,2.1875
829,2.296875
830,2.546875
831,2.984375
832,2.703125
833,2.25
834,2.34375
835,2.5
836,2.375
837,2.28125
838,2.28125
839,2.328125
840,2.46875
841,2.5
842,1.9921875
843,2.359375
844,2.421875
845,2.484375
846,2.46875
847,2.5625
848,2.609375
849,2.15625
850,2.109375
851,2.6875
852,2.671875
853,2.171875
854,2.578125
855,2.1875
856,2.5625
857,2.671875
858,2.265625
859,2.578125
860,3.0625
861,2.296875
862,2.015625
863,2.578125
864,2.625
865,2.484375
866,2.046875
867,2.328125
868,2.234375
869,2.203125
870,2.375
871,2.453125
872,2.5
873,2.4375
874,2.234375
875,2.671875
876,2.15625
877,3.1875
878,2.59375
879,2.703125
880,2.765625
881,2.359375
882,1.9921875
883,2.46875
884,2.203125
885,2.390625
886,2.4375
887,2.21875
888,2.375
889,2.078125
890,2.21875
891,2.15625
892,1.78125
893,2.140625
894,2.234375
895,2.125
896,2.078125
897,2.265625
898,2.0625
899,2.59375
900,2.203125
901,2.09375
902,2.0625
903,2.40625
904,2.421875
905,1.8984375
906,2.265625
907,2.359375
908,2.203125
909,2.265625
910,2.4375
911,1.8046875
912,2.984375
913,2.5625
914,2.921875
915,2.140625
916,2.296875
917,2.140625
918,2.6875
919,2.34375
920,1.8984375
921,2.125
922,2.140625
923,2.296875
924,2.8125
925,2.1875
926,2.46875
927,2.390625
928,2.21875
929,3.03125
930,2.203125
931,2.1875
932,1.875
933,1.7578125
934,2.4375
935,2.125
936,2.03125
937,2.265625
938,1.953125
939,1.9609375
940,1.953125
941,2.484375
942,2.046875
943,1.7890625
944,2.4375
945,2.71875
946,2.140625
947,2.265625
948,2.28125
949,1.8984375
950,1.6328125
951,2.46875
952,2.0625
953,1.59375
954,2.375
955,2.421875
956,1.9765625
957,2.25
958,2.546875
959,2.515625
960,1.8828125
961,1.6640625
962,2.203125
963,2.0
964,1.78125
965,2.328125
966,1.609375
967,2.296875
968,2.296875
969,2.25
970,2.4375
971,2.140625
972,2.203125
973,1.984375
974,2.421875
975,2.140625
976,2.46875
977,2.40625
978,2.03125
979,2.0625
980,2.5625
981,2.046875
982,2.265625
983,2.390625
984,2.03125
985,1.890625
986,2.453125
987,2.5625
988,2.421875
989,2.390625
990,2.9375
991,2.53125
992,1.828125
993,2.484375
994,2.359375
995,2.5625
996,2.21875
997,2.765625
998,1.78125
999,2.09375
1000,2.40625
1001,2.703125
1002,2.015625
1003,2.15625
1004,1.828125
1005,1.84375
1006,2.546875
1007,1.4140625
1008,2.46875
1009,2.4375
1010,2.3125
1011,2.46875
1012,2.21875
1013,2.09375
1014,2.546875
1015,1.7890625
1016,1.6875
1017,2.5
1018,2.234375
1019,2.375
1020,2.28125
1021,2.328125
1022,2.1875
1023,2.078125
1024,2.359375
1025,2.296875
1026,2.5
1027,1.6015625
1028,2.234375
1029,2.25
1030,2.5
1031,2.828125
1032,2.03125
1033,1.6484375
1034,1.8359375
1035,2.21875
1036,1.921875
1037,1.9140625
1038,2.15625
1039,1.96875
1040,2.65625
1041,2.21875
1042,2.578125
1043,1.890625
1044,2.203125
1045,2.3125
1046,2.171875
1047,2.28125
1048,2.015625
1049,2.328125
1050,2.1875
1051,1.8046875
1052,2.234375
1053,2.15625
1054,1.921875
1055,2.859375
1056,2.75
1057,2.03125
1058,2.421875
1059,2.828125
1060,2.515625
1061,2.234375
1062,2.5
1063,2.1875
1064,2.484375
1065,2.484375
1066,2.140625
1067,2.15625
1068,2.546875
1069,2.171875
1070,2.15625
1071,2.0
1072,2.046875
1073,2.015625
1074,2.703125
1075,1.890625
1076,2.046875
1077,1.8828125
1078,1.7265625
1079,2.125
1080,2.59375
1081,2.40625
1082,1.5625
1083,2.6875
1084,2.109375
1085,1.5078125
1086,2.0625
1087,2.078125
1088,2.421875
1089,2.125
1090,2.609375
1091,2.046875
1092,2.375
1093,1.7578125
1094,2.140625
1095,2.03125
1096,2.375
1097,2.109375
1098,2.828125
1099,2.609375
1100,1.9375
1101,2.390625
1102,2.3125
1103,2.4375
1104,1.7578125
1105,2.171875
1106,2.328125
1107,1.9609375
1108,1.7265625
1109,2.34375
1110,2.15625
1111,2.390625
1112,2.296875
1113,1.796875
1114,1.9375
1115,1.8984375
1116,2.59375
1117,1.8671875
1118,1.984375
1119,1.765625
1120,2.28125
1121,1.7578125
1122,1.8203125
1123,2.515625
1124,2.765625
1125,2.125
1126,2.1875
1127,2.125
1128,2.515625
1129,2.28125
1130,2.265625
1131,2.046875
1132,1.828125
1133,1.9765625
1134,2.0
1135,2.5625
1136,2.0625
1137,1.9140625
1138,2.359375
1139,1.9765625
1140,2.515625
1141,1.8984375
1142,2.484375
1143,2.125
1144,2.765625
1145,2.59375
1146,1.984375
1147,2.25
1148,1.921875
1149,2.25
1150,2.15625
1151,2.078125
1152,1.8828125
1153,2.59375
1154,2.71875
1155,2.28125
1156,2.109375
1157,2.140625
1158,1.7265625
1159,2.265625
1160,2.296875
1161,1.9453125
1162,2.03125
1163,1.4921875
1164,2.359375
1165,2.1875
1166,2.28125
1167,1.8984375
1168,2.140625
1169,1.7578125
1170,2.359375
1171,2.09375
1172,2.515625
1173,2.09375
1174,2.28125
1175,2.59375
1176,2.03125
1177,2.390625
1178,2.578125
1179,2.265625
1180,2.03125
1181,2.34375
1182,2.046875
1183,2.265625
1184,2.15625
1185,2.203125
1186,2.6875
1187,1.5703125
1188,2.375
1189,1.6484375
1190,2.671875
1191,1.625
1192,2.0625
1193,2.0
1194,2.25
1195,1.8125
1196,2.40625
1197,1.96875
1198,2.6875
1199,2.0625
1200,2.171875
1201,2.21875
1202,2.234375
1203,2.265625
1204,2.125
1205,2.34375
1206,2.03125
1207,1.9609375
1208,2.734375
1209,2.09375
1210,2.25
1211,1.8203125
1212,2.453125
1213,2.046875
1214,2.109375
1215,2.234375
1216,1.765625
1217,2.40625
1218,2.515625
1219,2.203125
1220,3.046875
1221,2.359375
1222,2.625
1223,1.8203125
1224,2.484375
1225,2.53125
1226,2.0625
1227,2.703125
1228,2.515625
1229,2.0625
1230,2.25
1231,2.203125
1232,3.0
1233,2.5
1234,2.546875
1235,2.5
1236,2.421875
1237,2.15625
1238,2.0625
1239,2.234375
1240,2.875
1241,2.421875
1242,2.125
1243,1.671875
1244,2.46875
1245,1.9140625
1246,2.1875
1247,1.8359375
1248,2.0625
1249,2.59375
1250,2.4375
1251,2.09375
1252,2.125
1253,2.578125
1254,2.15625
1255,2.328125
1256,1.875
1257,2.0625
1258,2.46875
1259,1.96875
1260,1.984375
1261,2.515625
1262,2.5625
1263,2.734375
1264,2.8125
1265,2.0625
1266,2.625
1267,2.296875
1268,2.703125
1269,2.328125
1270,2.765625
1271,2.125
1272,2.265625
1273,2.5625
1274,2.203125
1275,2.1875
1276,1.8828125
1277,2.28125
1278,2.25
1279,2.375
1280,2.515625
1281,2.203125
1282,1.96875
1283,2.109375
1284,2.0
1285,2.109375
1286,2.625
1287,2.1875
1288,2.09375
1289,2.3125
1290,2.890625
1291,2.78125
1292,2.296875
1293,1.96875
1294,1.703125
1295,2.15625
1296,2.03125
1297,2.6875
1298,2.328125
1299,1.8828125
1300,2.046875
1301,2.21875
1302,1.8203125
1303,2.25
1304,2.28125
1305,2.109375
1306,2.1875
1307,2.546875
1308,2.234375
1309,2.046875
1310,2.140625
1311,2.015625
1312,2.1875
1313,1.53125
1314,2.015625
1315,2.546875
1316,1.7578125
1317,2.03125
1318,1.984375
1319,2.796875
1320,2.328125
1321,1.9296875
1322,2.03125
1323,2.5625
1324,2.765625
1325,2.203125
1326,1.578125
1327,1.5390625
1328,1.7578125
1329,1.78125
1330,2.5
1331,1.8828125
1332,2.15625
1333,1.9375
1334,2.75
1335,2.515625
1336,2.75
1337,1.6640625
1338,2.328125
1339,2.234375
1340,2.546875
1341,2.015625
1342,2.078125
1343,2.0
1344,2.03125
1345,2.140625
1346,2.46875
1347,2.40625
1348,2.3125
1349,1.96875
1350,2.21875
1351,1.7421875
1352,2.171875
1353,1.890625
1354,3.21875
1355,2.53125
1356,2.21875
1357,2.4375
1358,2.21875
1359,2.8125
1360,2.078125
1361,2.5
1362,1.953125
1363,2.265625
1364,2.046875
1365,2.0
1366,2.03125
1367,2.34375
1368,2.328125
1369,2.703125
1370,2.40625
1371,2.234375
1372,2.015625
1373,2.140625
1374,2.234375
1375,2.328125
1376,2.265625
1377,2.46875
1378,2.34375
1379,2.484375
1380,1.9765625
1381,2.03125
1382,2.375
1383,2.078125
1384,2.3125
1385,2.0
1386,1.953125
1387,2.0625
1388,2.09375
1389,2.46875
1390,2.40625
1391,2.078125
1392,2.0625
1393,2.03125
1394,2.109375
1395,1.84375
1396,1.6328125
1397,1.8984375
1398,1.8125
1399,2.09375
1400,1.921875
1401,2.53125
1402,2.078125
1403,2.359375
1404,2.21875
1405,1.9296875
1406,2.078125
1407,2.359375
1408,2.25
1409,2.3125
1410,1.90625
1411,1.8125
1412,2.203125
1413,2.609375
1414,2.328125
1415,2.484375
1416,1.9921875
1417,2.359375
1418,2.265625
1419,1.4921875
1420,2.203125
1421,2.390625
1422,2.515625
1423,1.59375
1424,2.109375
1425,2.03125
1426,2.0
1427,2.234375
1428,1.7109375
1429,1.9921875
1430,2.078125
1431,2.59375
1432,2.265625
1433,2.71875
1434,1.828125
1435,2.859375
1436,1.453125
1437,2.0
1438,2.265625
1439,2.3125
1440,2.046875
1441,1.734375
1442,1.9609375
1443,2.28125
1444,2.0625
1445,2.46875
1446,2.046875
1447,2.4375
1448,1.828125
1449,2.484375
1450,2.15625
1451,1.7734375
1452,1.796875
1453,2.546875
1454,2.390625
1455,2.171875
1456,2.3125
1457,2.34375
1458,2.71875
1459,2.203125
1460,2.21875
1461,1.7578125
1462,2.640625
1463,1.90625
1464,2.53125
1465,2.09375
1466,1.8828125
1467,2.1875
1468,2.625
1469,2.140625
1470,2.0625
1471,2.0625
1472,2.09375
1473,2.40625
1474,2.75
1475,2.453125
1476,2.40625
1477,1.4296875
1478,2.140625
1479,2.3125
1480,1.734375
1481,1.7109375
1482,2.578125
1483,2.109375
1484,1.8203125
1485,1.5078125
1486,1.8671875
1487,1.5234375
1488,2.125
1489,2.890625
1490,2.265625
1491,2.34375
1492,1.96875
1493,2.203125
1494,2.03125
1495,2.234375
1496,2.46875
1497,2.140625
1498,2.359375
1499,2.09375
1500,2.21875
1501,1.75
1502,2.421875
1503,1.84375
1504,2.046875
1505,2.3125
1506,1.9765625
1507,2.078125
1508,1.6171875
1509,2.28125
1510,1.9140625
1511,2.15625
1512,1.7890625
1513,1.875
1514,2.0
1515,2.0625
1516,2.125
1517,2.21875
1518,2.078125
1519,2.65625
1520,2.109375
1521,2.5625
1522,1.640625
1523,1.7890625
1524,2.234375
1525,2.265625
1526,2.203125
1527,2.09375
1528,2.453125
1529,1.984375
1530,2.140625
1531,1.640625
1532,2.484375
1533,2.390625
1534,2.140625
1535,2.21875
1536,2.25
1537,2.296875
1538,2.265625
1539,1.9609375
1540,2.046875
1541,1.6171875
1542,2.578125
1543,2.125
1544,2.15625
1545,1.7421875
1546,2.28125
1547,2.15625
1548,2.421875
1549,1.9296875
1550,2.15625
1551,1.9453125
1552,1.734375
1553,2.3125
1554,2.234375
1555,2.171875
1556,2.265625
1557,2.453125
1558,2.046875
1559,2.625
1560,2.171875
1561,2.234375
1562,2.0625
1563,1.9765625
1564,2.03125
1565,2.375
1566,2.171875
1567,2.078125
1568,2.296875
1569,2.109375
1570,2.28125
1571,1.8359375
1572,1.90625
1573,2.21875
1574,2.046875
1575,1.765625
1576,2.0
1577,1.578125
1578,2.234375
1579,1.9453125
1580,1.75
1581,2.046875
1582,2.328125
1583,1.9296875
1584,2.390625
1585,2.015625
1586,2.34375
1587,2.1875
1588,2.15625
1589,2.15625
1590,2.234375
1591,2.21875
1592,2.140625
1593,2.359375
1594,2.0625
1595,2.5625
1596,2.375
1597,2.171875
1598,2.125
1599,1.9921875
1600,2.15625
1601,2.328125
1602,2.015625
1603,2.3125
1604,2.21875
1605,2.109375
1606,2.171875
1607,2.515625
1608,2.015625
1609,1.828125
1610,1.8984375
1611,2.21875
1612,1.6953125
1613,1.9609375
1614,2.375
1615,2.3125
1616,2.09375
1617,2.234375
1618,2.421875
1619,2.1875
1620,2.125
1621,2.234375
1622,2.140625
1623,2.40625
1624,2.5
1625,2.3125
1626,2.28125
1627,2.625
1628,1.8359375
1629,2.40625
1630,2.109375
1631,1.8984375
1632,2.75
1633,3.25
1634,1.8359375
1635,1.8984375
1636,2.1875
1637,2.0
1638,2.140625
1639,2.4375
1640,2.515625
1641,2.453125
1642,2.578125
1643,1.4140625
1644,2.171875
1645,2.59375
1646,2.0
1647,1.953125
1648,2.75
1649,2.0625
1650,2.375
1651,2.15625
1652,1.671875
1653,1.875
1654,2.421875
1655,1.9453125
1656,1.9140625
1657,2.078125
1658,2.609375
1659,2.515625
1660,2.015625
1661,1.6015625
1662,1.734375
1663,2.09375
1664,1.9453125
1665,1.9375
1666,2.21875
1667,2.109375
1668,2.265625
1669,1.7109375
1670,1.6640625
1671,2.515625
1672,1.296875
1673,2.15625
1674,2.046875
1675,2.171875
1676,2.5
1677,1.8671875
1678,1.75
1679,2.359375
1680,2.34375
1681,2.59375
1682,1.9453125
1683,1.7890625
1684,2.109375
1685,1.5703125
1686,2.140625
1687,2.359375
1688,2.0
1689,2.015625
1690,2.078125
1691,2.015625
1692,2.265625
1693,2.0625
1694,2.28125
1695,2.375
1696,1.8984375
1697,1.6015625
1698,2.78125
1699,2.40625
1700,2.296875
1701,2.21875
1702,2.203125
1703,2.703125
1704,2.21875
1705,2.078125
1706,1.953125
1707,2.09375
1708,2.453125
1709,1.5703125
1710,1.9140625
1711,1.6953125
1712,1.96875
1713,2.125
1714,2.0
1715,2.671875
1716,2.0
1717,1.890625
1718,2.203125
1719,2.125
1720,2.53125
1721,2.234375
1722,2.21875
1723,2.0
1724,2.171875
1725,2.1875
1726,2.390625
1727,2.0625
1728,2.0625
1729,2.203125
1730,1.90625
1731,2.203125
1732,2.453125
1733,1.953125
1734,2.28125
1735,2.046875
1736,2.265625
1737,2.40625
1738,2.15625
1739,2.140625
1740,2.09375
1741,2.078125
1742,2.65625
1743,2.203125
1744,1.859375
1745,2.21875
1746,2.296875
1747,1.7890625
1748,2.328125
1749,2.21875
1750,2.46875
1751,1.5390625
1752,2.453125
1753,2.078125
1754,2.09375
1755,1.953125
1756,1.859375
1757,2.03125
1758,2.40625
1759,1.9453125
1760,2.546875
1761,2.28125
1762,2.109375
1763,1.734375
1764,2.171875
1765,2.1875
1766,2.4375
1767,2.0625
1768,2.40625
1769,2.171875
1770,1.75
1771,2.3125
1772,1.9921875
1773,2.09375
1774,2.53125
1775,2.09375
1776,1.984375
1777,2.34375
1778,1.96875
1779,2.265625
1780,2.375
1781,2.140625
1782,2.265625
1783,2.28125
1784,2.203125
1785,2.09375
1786,2.0
1787,2.296875
1788,2.140625
1789,2.296875
1790,2.375
1791,2.375
1792,2.65625
1793,2.203125
1794,1.984375
1795,2.109375
1796,2.1875
1797,2.4375
1798,2.109375
1799,2.046875
1800,2.34375
1801,2.671875
1802,1.9296875
1803,2.140625
1804,1.515625
1805,2.40625
1806,2.46875
1807,2.109375
1808,2.796875
1809,2.296875
1810,2.3125
1811,2.171875
1812,2.0
1813,2.1875
1814,1.71875
1815,2.453125
1816,1.9609375
1817,1.53125
1818,1.9296875
1819,2.09375
1820,3.0625
1821,2.21875
1822,2.03125
1823,2.265625
1824,2.5
1825,2.546875
1826,2.328125
1827,2.0
1828,2.28125
1829,1.6328125
1830,2.40625
1831,2.5
1832,2.078125
1833,1.703125
1834,2.34375
1835,1.5546875
1836,2.328125
1837,2.265625
1838,2.375
1839,2.0625
1840,2.03125
1841,1.9296875
1842,1.9921875
1843,2.65625
1844,2.65625
1845,1.59375
1846,2.65625
1847,1.75
1848,1.703125
1849,2.4375
1850,2.015625
1851,2.5
1852,2.0625
1853,2.375
1854,2.515625
1855,2.421875
1856,1.96875
1857,1.8984375
1858,2.453125
1859,2.09375
1860,1.5859375
1861,2.234375
1862,1.96875
1863,1.8203125
1864,1.875
1865,1.90625
1866,1.7578125
1867,2.328125
1868,2.109375
1869,2.59375
1870,2.09375
1871,1.5546875
1872,1.8359375
1873,2.328125
1874,2.390625
1875,2.296875
1876,2.359375
1877,2.484375
1878,2.234375
1879,2.328125
1880,2.125
1881,1.6484375
1882,2.109375
