step,nll_loss
1062,2.40625
1063,2.1875
1064,1.953125
1065,2.40625
1066,2.578125
1067,2.421875
1068,2.1875
1069,2.078125
1070,2.828125
1071,2.078125
1072,2.703125
1073,2.21875
1074,1.921875
1075,2.390625
1076,2.6875
1077,2.140625
1078,2.625
1079,2.609375
1080,2.484375
1081,1.5546875
1082,2.078125
1083,2.234375
1084,2.203125
1085,2.796875
1086,2.21875
1087,2.1875
1088,2.34375
1089,2.53125
1090,2.296875
1091,2.171875
1092,2.515625
1093,2.359375
1094,2.5
1095,1.9765625
1096,2.484375
1097,2.234375
1098,2.515625
1099,2.75
1100,2.328125
1101,2.53125
1102,2.296875
1103,2.28125
1104,2.234375
1105,1.6875
1106,2.390625
1107,2.703125
1108,2.3125
1109,1.9296875
1110,2.03125
1111,2.125
1112,2.78125
1113,2.578125
1114,2.75
1115,3.46875
1116,2.21875
1117,2.359375
1118,1.7890625
1119,2.15625
1120,1.75
1121,2.328125
1122,2.0
1123,1.875
1124,2.359375
1125,2.875
1126,2.046875
1127,1.9453125
1128,2.59375
1129,2.03125
1130,2.203125
1131,2.40625
1132,2.390625
1133,2.4375
1134,2.234375
1135,2.21875
1136,1.6171875
1137,1.9765625
1138,2.375
1139,1.703125
1140,2.3125
1141,1.796875
1142,1.5625
1143,2.296875
1144,1.921875
1145,1.921875
1146,2.3125
1147,1.8203125
1148,1.9921875
1149,2.375
1150,2.375
1151,2.109375
1152,2.203125
1153,1.9921875
1154,2.4375
1155,2.25
1156,2.21875
1157,2.46875
1158,2.1875
1159,2.1875
1160,2.734375
1161,2.71875
1162,2.203125
1163,3.09375
1164,2.65625
1165,2.5
1166,2.5
1167,1.90625
1168,2.296875
1169,2.6875
1170,2.28125
1171,2.28125
1172,2.21875
1173,2.1875
1174,2.203125
1175,2.46875
1176,2.125
1177,2.359375
1178,1.71875
1179,2.34375
1180,1.96875
1181,2.515625
1182,2.4375
1183,1.96875
1184,2.78125
1185,2.359375
1186,1.65625
1187,2.0
1188,2.609375
1189,2.078125
1190,2.28125
1191,2.15625
1192,2.046875
1193,2.375
1194,2.234375
1195,2.140625
1196,2.171875
1197,2.015625
1198,2.140625
1199,2.28125
1200,1.8359375
1201,2.75
1202,2.03125
1203,2.3125
1204,2.15625
1205,1.640625
1206,2.6875
1207,1.7734375
1208,2.4375
1209,1.9140625
1210,1.796875
1211,1.96875
1212,2.546875
1213,1.9765625
1214,2.5625
1215,2.328125
1216,2.40625
1217,2.25
1218,2.1875
1219,2.390625
1220,2.46875
1221,1.8359375
1222,2.1875
1223,1.8984375
1224,1.7265625
1225,2.75
1226,2.59375
1227,1.6796875
1228,2.53125
1229,2.921875
1230,1.75
1231,2.046875
1232,2.328125
1233,2.21875
1234,2.203125
1235,2.0
1236,2.03125
1237,1.90625
1238,1.828125
1239,2.21875
1240,2.046875
1241,1.8984375
1242,2.40625
1243,2.703125
1244,1.96875
1245,2.96875
1246,2.078125
1247,1.953125
1248,2.53125
1249,1.9609375
1250,2.203125
1251,1.9140625
1252,2.21875
1253,2.515625
1254,2.984375
1255,1.8671875
1256,2.28125
1257,1.96875
1258,2.59375
1259,1.84375
1260,2.171875
1261,2.015625
1262,2.03125
1263,2.046875
1264,2.015625
1265,1.984375
1266,1.890625
1267,2.390625
1268,2.4375
1269,2.125
1270,2.234375
1271,2.484375
1272,2.234375
1273,3.15625
1274,1.8828125
1275,2.5
1276,2.21875
1277,2.734375
1278,2.390625
1279,1.9921875
1280,2.328125
1281,2.140625
1282,2.1875
1283,2.484375
1284,1.734375
1285,1.8671875
1286,1.953125
1287,2.4375
1288,2.234375
1289,2.84375
1290,1.8515625
1291,2.234375
1292,1.953125
1293,2.34375
1294,2.15625
1295,2.4375
1296,2.390625
1297,1.90625
1298,2.1875
1299,2.34375
1300,2.15625
1301,2.34375
1302,1.84375
1303,2.25
1304,1.6953125
1305,2.5
1306,2.125
1307,2.421875
1308,2.6875
1309,2.640625
1310,2.015625
1311,1.8515625
1312,2.390625
1313,2.375
1314,2.375
1315,2.234375
1316,2.09375
1317,2.078125
1318,2.421875
1319,2.328125
1320,1.5859375
1321,2.59375
1322,2.578125
1323,2.046875
1324,1.875
1325,2.265625
1326,2.234375
1327,2.109375
1328,2.3125
1329,2.15625
1330,2.34375
1331,2.203125
1332,1.546875
1333,2.3125
1334,1.859375
1335,1.78125
1336,2.4375
1337,2.5
1338,1.9609375
1339,2.328125
1340,2.203125
1341,2.046875
1342,1.7734375
1343,1.7265625
1344,2.109375
1345,2.875
1346,2.375
1347,2.65625
1348,2.75
1349,2.0625
1350,2.234375
1351,2.140625
1352,1.9765625
1353,2.546875
1354,1.71875
1355,2.1875
1356,2.234375
1357,2.09375
1358,2.359375
1359,2.09375
1360,1.7734375
1361,1.5703125
1362,2.34375
1363,2.46875
1364,2.21875
1365,2.15625
1366,1.75
1367,2.296875
1368,2.140625
1369,1.8046875
1370,1.8515625
1371,2.265625
1372,2.359375
1373,2.078125
1374,1.8359375
1375,2.28125
1376,2.421875
1377,2.625
1378,2.109375
1379,2.171875
1380,2.203125
1381,2.015625
1382,2.453125
1383,1.8125
1384,2.265625
1385,1.671875
1386,2.25
1387,2.359375
1388,2.046875
1389,2.234375
1390,2.515625
1391,1.8515625
1392,2.15625
1393,2.359375
1394,2.03125
1395,2.53125
1396,2.15625
1397,2.53125
1398,2.3125
1399,2.0625
1400,2.703125
1401,2.34375
1402,2.734375
1403,2.046875
1404,1.9375
1405,1.828125
1406,2.796875
1407,1.8046875
1408,2.65625
1409,2.203125
1410,2.265625
1411,2.171875
1412,1.84375
1413,2.375
1414,2.34375
1415,2.40625
1416,2.53125
1417,2.21875
1418,2.078125
1419,2.109375
1420,2.21875
1421,2.203125
1422,2.15625
1423,2.875
1424,2.265625
1425,1.9453125
1426,2.171875
1427,2.359375
1428,2.234375
1429,2.1875
1430,2.46875
1431,2.03125
1432,2.453125
1433,2.265625
1434,1.9609375
1435,2.1875
1436,1.7734375
1437,2.1875
1438,2.390625
1439,2.515625
1440,2.171875
1441,2.671875
1442,2.046875
1443,1.9375
1444,2.34375
1445,3.046875
1446,2.09375
1447,2.125
1448,2.140625
1449,2.28125
1450,1.984375
1451,2.234375
1452,2.015625
1453,2.296875
1454,1.59375
1455,1.9453125
1456,2.203125
1457,1.75
1458,2.203125
1459,2.828125
1460,2.203125
1461,2.21875
1462,2.46875
1463,2.21875
1464,1.96875
1465,2.140625
1466,2.109375
1467,2.203125
1468,2.328125
1469,1.9375
1470,1.8671875
1471,2.015625
1472,2.484375
1473,1.421875
1474,2.125
1475,2.25
1476,2.421875
1477,1.8515625
1478,1.984375
1479,2.09375
1480,2.890625
1481,2.328125
1482,2.40625
1483,2.234375
1484,2.34375
1485,2.296875
1486,2.21875
1487,1.9453125
1488,2.359375
1489,2.4375
1490,2.265625
1491,1.8671875
1492,2.1875
1493,1.8671875
1494,2.6875
1495,2.0625
1496,2.21875
1497,2.21875
1498,2.125
1499,2.453125
1500,2.296875
1501,2.640625
1502,2.09375
1503,2.453125
1504,1.4921875
1505,2.109375
1506,2.5
1507,2.359375
1508,2.25
1509,2.40625
1510,2.046875
1511,1.9765625
1512,1.9453125
1513,1.8671875
1514,2.125
1515,1.921875
1516,2.5625
1517,2.328125
1518,2.28125
1519,2.15625
1520,2.28125
1521,1.9609375
1522,1.765625
1523,1.96875
1524,2.328125
1525,2.3125
1526,1.9140625
1527,2.25
1528,2.453125
1529,2.375
1530,2.109375
1531,2.21875
1532,3.015625
1533,2.40625
1534,2.421875
1535,2.5625
1536,2.21875
1537,2.21875
1538,2.53125
1539,2.453125
1540,2.5625
1541,2.0625
1542,2.203125
1543,1.875
1544,2.484375
1545,2.265625
1546,2.0625
1547,2.28125
1548,2.296875
1549,2.28125
1550,2.328125
1551,1.8671875
1552,2.40625
1553,2.59375
1554,2.171875
1555,2.265625
1556,1.75
1557,2.109375
1558,2.359375
1559,3.046875
1560,1.9375
1561,2.59375
1562,2.59375
1563,1.9453125
1564,2.71875
1565,2.484375
1566,2.65625
1567,2.546875
1568,2.484375
1569,2.515625
1570,2.171875
1571,2.21875
1572,2.0625
1573,2.125
1574,2.6875
1575,2.609375
1576,2.359375
1577,2.21875
1578,2.390625
1579,2.3125
1580,2.234375
1581,2.546875
1582,2.03125
1583,2.296875
1584,2.15625
1585,2.09375
1586,1.9296875
1587,2.703125
1588,1.84375
1589,2.109375
1590,2.015625
1591,2.59375
1592,2.5
1593,2.28125
1594,2.453125
1595,1.6015625
1596,2.015625
1597,2.234375
1598,2.296875
1599,2.0
1600,2.59375
1601,2.171875
1602,2.609375
1603,2.109375
1604,2.59375
1605,2.375
1606,2.25
1607,3.015625
1608,2.234375
1609,2.34375
1610,2.40625
1611,2.59375
1612,2.28125
1613,1.9765625
1614,2.78125
1615,2.203125
1616,2.625
1617,2.171875
1618,2.390625
1619,2.296875
1620,2.34375
1621,2.34375
1622,2.15625
1623,1.9453125
1624,1.7890625
1625,2.140625
1626,2.0
1627,2.34375
1628,2.703125
1629,1.6796875
1630,2.015625
1631,2.09375
1632,1.859375
1633,2.25
1634,2.03125
1635,2.125
1636,1.5859375
1637,1.9296875
1638,2.15625
1639,2.078125
1640,2.09375
1641,2.265625
1642,2.390625
1643,2.109375
1644,2.53125
1645,2.015625
1646,2.015625
1647,2.15625
1648,1.9921875
1649,2.921875
1650,2.03125
1651,1.9765625
1652,2.421875
1653,1.8984375
1654,2.734375
1655,2.125
1656,1.8515625
1657,1.5703125
1658,1.828125
1659,2.390625
1660,2.1875
1661,1.953125
1662,2.09375
1663,1.875
1664,2.015625
1665,2.515625
1666,2.84375
1667,2.125
1668,2.265625
1669,2.40625
1670,1.9140625
1671,2.234375
1672,2.578125
1673,2.234375
1674,1.8125
1675,2.65625
1676,2.453125
1677,2.171875
1678,2.765625
1679,2.34375
1680,1.8984375
1681,1.8359375
1682,1.9765625
1683,1.859375
1684,2.140625
1685,2.171875
1686,2.40625
1687,2.296875
1688,2.46875
1689,2.359375
1690,2.578125
1691,2.640625
1692,2.203125
1693,2.171875
1694,2.53125
1695,2.296875
1696,2.4375
1697,2.296875
1698,1.8828125
1699,2.203125
1700,1.5390625
1701,2.21875
1702,1.7578125
1703,2.015625
1704,2.546875
1705,2.34375
1706,2.25
1707,2.125
1708,1.8828125
1709,1.75
1710,2.75
1711,1.7890625
1712,2.046875
1713,2.6875
1714,1.6953125
1715,1.765625
1716,2.375
1717,2.125
1718,2.15625
1719,2.453125
1720,2.765625
1721,2.28125
1722,2.640625
1723,2.390625
1724,1.9765625
1725,3.171875
1726,2.015625
1727,2.46875
1728,1.8203125
1729,1.9609375
1730,1.53125
1731,1.8125
1732,2.171875
1733,1.8046875
1734,2.15625
1735,2.4375
1736,1.9765625
1737,2.421875
1738,2.0
1739,2.0625
1740,1.8671875
1741,2.484375
1742,2.359375
1743,1.7578125
1744,2.265625
1745,1.9765625
1746,2.4375
1747,2.171875
1748,2.21875
1749,1.8515625
1750,1.6796875
1751,2.125
1752,1.5546875
1753,2.21875
1754,1.3515625
1755,2.046875
1756,1.8125
1757,1.8984375
1758,2.3125
1759,2.515625
1760,1.7578125
1761,2.15625
1762,1.6484375
1763,2.546875
1764,2.21875
1765,2.25
1766,2.203125
1767,2.28125
1768,2.25
1769,2.15625
1770,1.5703125
1771,1.9609375
1772,2.640625
1773,2.984375
1774,2.328125
1775,2.421875
1776,1.7578125
1777,1.953125
1778,2.890625
1779,1.90625
1780,2.28125
1781,2.546875
1782,2.0625
1783,2.421875
1784,2.453125
1785,2.328125
1786,2.890625
1787,2.28125
1788,2.296875
1789,2.109375
1790,2.296875
1791,2.203125
1792,2.0625
1793,2.265625
1794,1.96875
1795,1.8671875
1796,2.171875
1797,2.078125
1798,2.078125
1799,1.8046875
1800,2.015625
1801,2.328125
1802,2.203125
1803,2.125
1804,2.359375
1805,2.140625
1806,2.09375
1807,2.328125
1808,2.09375
1809,2.03125
1810,2.109375
1811,1.9921875
1812,1.9921875
1813,1.6875
1814,2.265625
1815,1.8671875
1816,2.28125
1817,2.171875
1818,2.0
1819,1.6875
1820,2.453125
1821,2.328125
1822,1.671875
1823,2.65625
1824,2.734375
1825,2.484375
1826,1.9453125
1827,1.8671875
1828,2.421875
1829,2.25
1830,2.359375
1831,1.8828125
1832,2.09375
1833,1.984375
1834,2.296875
1835,1.8671875
1836,2.375
1837,2.453125
1838,2.09375
1839,2.1875
1840,1.796875
1841,3.046875
1842,2.21875
1843,2.234375
1844,1.796875
1845,2.125
1846,2.453125
1847,2.515625
1848,2.15625
1849,2.4375
1850,2.46875
1851,2.046875
1852,1.9765625
1853,2.09375
1854,2.5
1855,2.4375
1856,2.546875
1857,2.109375
1858,2.90625
1859,2.234375
1860,1.75
1861,2.15625
1862,2.515625
1863,2.34375
1864,2.125
1865,2.78125
1866,2.015625
1867,2.84375
1868,2.21875
1869,2.03125
1870,2.328125
1871,1.5703125
1872,2.3125
1873,2.359375
1874,1.8359375
1875,2.25
1876,2.34375
1877,2.484375
